order,prime,delta_coeffs,rho,euc_success,dh_success,rescue,best_euc_norm,best_dh_norm,alpha_coeffs,beta_coeffs,alpha_norm_sq
H17,7,"(-1, -1, 2, -1)","(0,-3/14,1/7,-1/14)",1,1,0,2/7,1/2,"(-2, -2, -2, -2)","(-1, 1, 0, -1)",20
H17,7,"(-1, -1, 2, 0)","(0,-1/7,1/7,0)",1,1,0,39/98,59/98,"(-2, -2, -2, -2)","(-1, 1, 0, -1)",20
H17,7,"(-1, -1, 2, 1)","(0,-1/14,1/7,1/14)",1,1,0,19/49,81/98,"(-2, -2, -2, -2)","(-1, 1, 1, -2)",20
H17,7,"(-1, -1, 2, 2)","(0,0,1/7,1/7)",1,1,0,39/98,87/98,"(-2, -2, -2, -2)","(-1, 1, 1, -2)",20
H17,7,"(-1, 0, -2, -2)","(-2/7,-1/7,-1/7,-1/7)",1,1,0,3/14,1/2,"(-2, -2, -2, -2)","(-1, 0, 1, 2)",20
H17,7,"(-1, 0, -2, -1)","(-2/7,-1/14,-1/7,-1/14)",1,1,0,9/49,87/98,"(-2, -2, -2, -2)","(-1, 0, 1, 2)",20
H17,7,"(-1, 0, -2, 0)","(-2/7,0,-1/7,0)",1,1,0,17/98,67/98,"(-2, -2, -2, -2)","(-1, 0, 2, 1)",20
H17,7,"(-1, 0, -2, 1)","(-2/7,1/14,-1/7,1/14)",1,1,0,9/49,73/98,"(-2, -2, -2, -2)","(0, -1, 1, 2)",20
H17,7,"(-1, 0, -2, 2)","(-2/7,1/7,-1/7,1/7)",1,1,0,3/14,1/2,"(-2, -2, -2, -2)","(0, -1, 2, 1)",20
H17,7,"(-1, 0, -1, -2)","(-3/14,-1/7,-1/14,-1/7)",1,1,0,15/49,41/49,"(-2, -2, -2, -2)","(-1, 0, 1, 1)",20
H17,7,"(-1, 0, -1, -1)","(-3/14,-1/14,-1/14,-1/14)",1,1,0,27/98,39/49,"(-2, -2, -2, -2)","(-1, 0, 1, 1)",20
H17,7,"(-1, 0, -1, 0)","(-3/14,0,-1/14,0)",1,1,0,13/49,65/98,"(-2, -2, -2, -2)","(-1, 0, 2, 1)",20
H17,7,"(-1, 0, -1, 1)","(-3/14,1/14,-1/14,1/14)",1,1,0,27/98,39/49,"(-2, -2, -2, -2)","(0, -1, 1, 1)",20
H17,7,"(-1, 0, -1, 2)","(-3/14,1/7,-1/14,1/7)",1,1,0,15/49,41/49,"(-2, -2, -2, -2)","(0, -1, 1, 1)",20
H17,7,"(-1, 0, 0, -2)","(-1/7,-1/7,0,-1/7)",1,1,0,27/98,39/49,"(-2, -2, -2, -2)","(-1, 0, 1, 1)",20
H17,7,"(-1, 0, 0, -1)","(-1/7,-1/14,0,-1/14)",1,1,0,19/49,37/49,"(-2, -2, -2, -2)","(-1, 0, 1, 1)",20
H17,7,"(-1, 0, 0, 0)","(-1/7,0,0,0)",1,1,0,37/98,33/98,"(-2, -2, -2, -2)","(0, 0, 0, 1)",20
H17,7,"(-1, 0, 0, 1)","(-1/7,1/14,0,1/14)",1,1,0,19/49,37/49,"(-2, -2, -2, -2)","(0, -1, 1, 1)",20
H17,7,"(-1, 0, 0, 2)","(-1/7,1/7,0,1/7)",1,1,0,27/98,39/49,"(-2, -2, -2, -2)","(0, -1, 1, 1)",20
H17,7,"(-1, 0, 1, -2)","(-1/14,-1/7,1/14,-1/7)",1,1,0,13/49,93/98,"(-2, -2, -2, -2)","(-1, 0, 0, 1)",20
H17,7,"(-1, 0, 1, -1)","(-1/14,-1/14,1/14,-1/14)",1,1,0,37/98,61/98,"(-2, -2, -2, -2)","(0, 0, -1, 0)",20
H17,7,"(-1, 0, 1, 0)","(-1/14,0,1/14,0)",1,1,0,18/49,83/98,"(-2, -2, -2, -2)","(0, 0, -1, 0)",20
H17,7,"(-1, 0, 1, 1)","(-1/14,1/14,1/14,1/14)",1,1,0,37/98,61/98,"(-2, -2, -2, -2)","(0, 0, 0, -1)",20
H17,7,"(-1, 0, 1, 2)","(-1/14,1/7,1/14,1/7)",1,1,0,13/49,93/98,"(-2, -2, -2, -2)","(0, -1, 1, 0)",20
H17,7,"(-1, 0, 2, -2)","(0,-1/7,1/7,-1/7)",1,1,0,27/98,46/49,"(-2, -2, -2, -2)","(-1, 1, 0, 0)",20
H17,7,"(-1, 0, 2, -1)","(0,-1/14,1/7,-1/14)",1,1,0,19/49,39/98,"(-2, -2, -2, -2)","(0, 0, -1, 0)",20
H17,7,"(-1, 0, 2, 0)","(0,0,1/7,0)",1,1,0,37/98,41/49,"(-2, -2, -2, -2)","(0, 0, -1, -1)",20
H17,7,"(-1, 0, 2, 1)","(0,1/14,1/7,1/14)",1,1,0,19/49,39/98,"(-2, -2, -2, -2)","(0, 0, 0, -1)",20
H17,7,"(-1, 0, 2, 2)","(0,1/7,1/7,1/7)",1,1,0,27/98,46/49,"(-2, -2, -2, -2)","(0, 0, 0, -2)",20
H17,7,"(-1, 1, -2, -2)","(-2/7,0,-1/7,-1/7)",1,1,0,19/98,43/49,"(-2, -2, -2, -2)","(-1, 0, 2, 2)",20
H17,7,"(-1, 1, -2, -1)","(-2/7,1/14,-1/7,-1/14)",1,1,0,9/49,45/98,"(-2, -2, -2, -2)","(0, -1, 1, 2)",20
H17,7,"(-1, 1, -2, 0)","(-2/7,1/7,-1/7,0)",1,1,0,19/98,51/98,"(-2, -2, -2, -2)","(0, -1, 1, 2)",20
H17,7,"(-1, 1, -2, 1)","(-2/7,3/14,-1/7,1/14)",1,1,0,11/49,97/98,"(-2, -2, -2, -2)","(0, -1, 1, 2)",20
H17,7,"(-1, 1, -2, 2)","(-2/7,2/7,-1/7,1/7)",1,1,0,27/98,57/98,"(-2, -2, -2, -2)","(0, -1, 2, 1)",20
H17,7,"(-1, 1, -1, -2)","(-3/14,0,-1/14,-1/7)",1,1,0,2/7,5/7,"(-2, -2, -2, -2)","(0, -1, 0, 2)",20
H17,7,"(-1, 1, -1, -1)","(-3/14,1/14,-1/14,-1/14)",1,1,0,27/98,39/49,"(-2, -2, -2, -2)","(0, -1, 0, 2)",20
H17,7,"(-1, 1, -1, 0)","(-3/14,1/7,-1/14,0)",1,1,0,2/7,5/7,"(-2, -2, -2, -2)","(0, -1, 1, 1)",20
H17,7,"(-1, 1, -1, 1)","(-3/14,3/14,-1/14,1/14)",1,1,0,31/98,37/49,"(-2, -2, -2, -2)","(0, -1, 1, 1)",20
H17,7,"(-1, 1, -1, 2)","(-3/14,2/7,-1/14,1/7)",1,1,0,11/49,45/49,"(-2, -2, -2, -2)","(0, -1, 2, 0)",20
H17,7,"(-1, 1, 0, -2)","(-1/7,0,0,-1/7)",1,1,0,39/98,33/49,"(-2, -2, -2, -2)","(0, -1, 0, 2)",20
H17,7,"(-1, 1, 0, -1)","(-1/7,1/14,0,-1/14)",1,1,0,19/49,95/98,"(-2, -2, -2, -2)","(0, -1, 0, 1)",20
H17,7,"(-1, 1, 0, 0)","(-1/7,1/7,0,0)",1,1,0,39/98,33/49,"(-2, -2, -2, -2)","(0, -1, 1, 1)",20
H17,7,"(-1, 1, 0, 1)","(-1/7,3/14,0,1/14)",1,1,0,2/7,5/7,"(-2, -2, -2, -2)","(0, -1, 1, 1)",20
H17,7,"(-1, 1, 0, 2)","(-1/7,2/7,0,1/7)",1,1,0,19/98,43/49,"(-2, -2, -2, -2)","(0, -1, 2, 0)",20
H17,7,"(-1, 1, 1, -2)","(-1/14,0,1/14,-1/7)",1,1,0,19/49,67/98,"(-2, -2, -2, -2)","(0, 0, -1, 0)",20
H17,7,"(-1, 1, 1, -1)","(-1/14,1/14,1/14,-1/14)",1,1,0,37/98,89/98,"(-2, -2, -2, -2)","(0, -1, 0, 1)",20
H17,7,"(-1, 1, 1, 0)","(-1/14,1/7,1/14,0)",1,1,0,19/49,95/98,"(-2, -2, -2, -2)","(0, -1, 0, 1)",20
H17,7,"(-1, 1, 1, 1)","(-1/14,3/14,1/14,1/14)",1,1,0,27/98,39/49,"(-2, -2, -2, -2)","(0, 0, 1, -1)",20
H17,7,"(-1, 1, 1, 2)","(-1/14,2/7,1/14,1/7)",1,1,0,9/49,47/49,"(-2, -2, -2, -2)","(0, 0, 1, -1)",20
H17,7,"(-1, 1, 2, -2)","(0,0,1/7,-1/7)",1,1,0,39/98,45/98,"(-2, -2, -2, -2)","(0, 0, -1, 0)",20
H17,7,"(-1, 1, 2, -1)","(0,1/14,1/7,-1/14)",1,1,0,19/49,67/98,"(-2, -2, -2, -2)","(0, 0, -1, 0)",20
H17,7,"(-1, 1, 2, 0)","(0,1/7,1/7,0)",1,1,0,39/98,73/98,"(-2, -2, -2, -2)","(0, 0, 0, -1)",20
H17,7,"(-1, 1, 2, 1)","(0,3/14,1/7,1/14)",1,1,0,2/7,13/14,"(-2, -2, -2, -2)","(0, 0, 0, -1)",20
H17,7,"(-1, 1, 2, 2)","(0,2/7,1/7,1/7)",1,1,0,19/98,43/49,"(-2, -2, -2, -2)","(1, -1, -1, -1)",20
H17,7,"(-1, 2, -2, -2)","(-2/7,1/7,-1/7,-1/7)",1,1,0,3/14,9/14,"(-2, -2, -2, -2)","(0, -1, 1, 2)",20
H17,7,"(-1, 2, -2, -1)","(-2/7,3/14,-1/7,-1/14)",1,1,0,11/49,69/98,"(-2, -2, -2, -2)","(0, -1, 1, 2)",20
H17,7,"(-1, 2, -2, 0)","(-2/7,2/7,-1/7,0)",1,1,0,25/98,33/49,"(-2, -2, -2, -2)","(0, -1, 2, 2)",20
H17,7,"(-1, 2, -2, 1)","(-2/7,5/14,-1/7,1/14)",1,1,0,15/49,47/98,"(-2, -2, -2, -2)","(1, -2, 1, 2)",20
H17,7,"(-1, 2, -2, 2)","(-2/7,3/7,-1/7,1/7)",1,1,0,23/98,61/98,"(-2, -2, -2, -2)","(1, -2, 1, 2)",20
H17,7,"(-1, 2, -1, -2)","(-3/14,1/7,-1/14,-1/7)",1,1,0,15/49,41/49,"(-2, -2, -2, -2)","(0, -1, 0, 2)",20
H17,7,"(-1, 2, -1, -1)","(-3/14,3/14,-1/14,-1/14)",1,1,0,31/98,67/98,"(-2, -2, -2, -2)","(0, -1, 1, 2)",20
H17,7,"(-1, 2, -1, 0)","(-3/14,2/7,-1/14,0)",1,1,0,17/49,39/49,"(-2, -2, -2, -2)","(1, -2, 0, 2)",20
H17,7,"(-1, 2, -1, 1)","(-3/14,5/14,-1/14,1/14)",1,1,0,25/98,47/49,"(-2, -2, -2, -2)","(1, -2, 0, 2)",20
H17,7,"(-1, 2, -1, 2)","(-3/14,3/7,-1/14,1/7)",1,1,0,9/49,33/49,"(-2, -2, -2, -2)","(1, -2, 1, 1)",20
H17,7,"(-1, 2, 0, -2)","(-1/7,1/7,0,-1/7)",1,1,0,27/98,39/49,"(-2, -2, -2, -2)","(0, -1, 0, 2)",20
H17,7,"(-1, 2, 0, -1)","(-1/7,3/14,0,-1/14)",1,1,0,2/7,3/7,"(-2, -2, -2, -2)","(1, -1, -1, 1)",20
H17,7,"(-1, 2, 0, 0)","(-1/7,2/7,0,0)",1,1,0,31/98,37/49,"(-2, -2, -2, -2)","(1, -2, 0, 2)",20
H17,7,"(-1, 2, 0, 1)","(-1/7,5/14,0,1/14)",1,1,0,11/49,97/98,"(-2, -2, -2, -2)","(1, -2, 0, 1)",20
H17,7,"(-1, 2, 0, 2)","(-1/7,3/7,0,1/7)",1,1,0,15/98,31/49,"(-2, -2, -2, -2)","(1, -2, 1, 1)",20
H17,7,"(-1, 2, 1, -2)","(-1/14,1/7,1/14,-1/7)",1,1,0,13/49,65/98,"(-2, -2, -2, -2)","(1, -1, -2, 1)",20
H17,7,"(-1, 2, 1, -1)","(-1/14,3/14,1/14,-1/14)",1,1,0,27/98,71/98,"(-2, -2, -2, -2)","(1, -1, -1, 0)",20
H17,7,"(-1, 2, 1, 0)","(-1/14,2/7,1/14,0)",1,1,0,15/49,61/98,"(-2, -2, -2, -2)","(1, -1, -1, 0)",20
H17,7,"(-1, 2, 1, 1)","(-1/14,5/14,1/14,1/14)",1,1,0,3/14,13/14,"(-2, -2, -2, -2)","(1, -2, 0, 1)",20
H17,7,"(-1, 2, 1, 2)","(-1/14,3/7,1/14,1/7)",1,1,0,1/7,11/14,"(-2, -2, -2, -2)","(1, -1, 0, -1)",20
H17,7,"(-1, 2, 2, -2)","(0,1/7,1/7,-1/7)",1,1,0,27/98,46/49,"(-2, -2, -2, -2)","(1, -1, -2, 0)",20
H17,7,"(-1, 2, 2, -1)","(0,3/14,1/7,-1/14)",1,1,0,2/7,6/7,"(-2, -2, -2, -2)","(1, -1, -2, 0)",20
H17,7,"(-1, 2, 2, 0)","(0,2/7,1/7,0)",1,1,0,31/98,39/98,"(-2, -2, -2, -2)","(1, -1, -1, 0)",20
H17,7,"(-1, 2, 2, 1)","(0,5/14,1/7,1/14)",1,1,0,11/49,45/49,"(-2, -2, -2, -2)","(1, -1, -1, -1)",20
H17,7,"(-1, 2, 2, 2)","(0,3/7,1/7,1/7)",1,1,0,15/98,55/98,"(-2, -2, -2, -2)","(1, -1, 0, -1)",20
H17,7,"(0, -2, -2, -2)","(-1/7,-3/7,-1/7,-1/7)",1,1,0,17/98,81/98,"(-2, -2, -2, -2)","(-2, 0, 1, 2)",20
H17,7,"(0, -2, -2, -1)","(-1/7,-5/14,-1/7,-1/14)",1,1,0,12/49,95/98,"(-2, -2, -2, -2)","(-2, 0, 1, 2)",20
H17,7,"(0, -2, -2, 0)","(-1/7,-2/7,-1/7,0)",1,1,0,33/98,65/98,"(-2, -2, -2, -2)","(-2, 0, 2, 1)",20
H17,7,"(0, -2, -2, 1)","(-1/7,-3/14,-1/7,1/14)",1,1,0,15/49,75/98,"(-2, -2, -2, -2)","(-2, 0, 2, 1)",20
H17,7,"(0, -2, -2, 2)","(-1/7,-1/7,-1/7,1/7)",1,1,0,29/98,97/98,"(-2, -2, -2, -2)","(-1, 0, 1, 0)",20
H17,7,"(0, -2, -1, -2)","(-1/14,-3/7,-1/14,-1/7)",1,1,0,1/7,13/14,"(-2, -2, -2, -2)","(-2, 0, 1, 2)",20
H17,7,"(0, -2, -1, -1)","(-1/14,-5/14,-1/14,-1/14)",1,1,0,3/14,5/14,"(-2, -2, -2, -2)","(-2, 1, 1, 0)",20
H17,7,"(0, -2, -1, 0)","(-1/14,-2/7,-1/14,0)",1,1,0,15/49,75/98,"(-2, -2, -2, -2)","(-2, 0, 2, 1)",20
H17,7,"(0, -2, -1, 1)","(-1/14,-3/14,-1/14,1/14)",1,1,0,27/98,46/49,"(-2, -2, -2, -2)","(-2, 0, 2, 0)",20
H17,7,"(0, -2, -1, 2)","(-1/14,-1/7,-1/14,1/7)",1,1,0,13/49,79/98,"(-2, -2, -2, -2)","(-2, 1, 2, -1)",20
H17,7,"(0, -2, 0, -2)","(0,-3/7,0,-1/7)",1,1,0,13/98,25/49,"(-2, -2, -2, -2)","(-2, 1, 0, 0)",20
H17,7,"(0, -2, 0, -1)","(0,-5/14,0,-1/14)",1,1,0,10/49,39/49,"(-2, -2, -2, -2)","(-2, 1, 0, 0)",20
H17,7,"(0, -2, 0, 0)","(0,-2/7,0,0)",1,1,0,29/98,31/49,"(-2, -2, -2, -2)","(-2, 1, 1, -1)",20
H17,7,"(0, -2, 0, 1)","(0,-3/14,0,1/14)",1,1,0,13/49,43/49,"(-2, -2, -2, -2)","(-2, 1, 1, -1)",20
H17,7,"(0, -2, 0, 2)","(0,-1/7,0,1/7)",1,1,0,25/98,47/49,"(-2, -2, -2, -2)","(-2, 1, 2, -2)",20
H17,7,"(0, -2, 1, -2)","(1/14,-3/7,1/14,-1/7)",1,1,0,1/7,13/14,"(-2, -2, -2, -2)","(-2, 1, 0, -1)",20
H17,7,"(0, -2, 1, -1)","(1/14,-5/14,1/14,-1/14)",1,1,0,3/14,11/14,"(-2, -2, -2, -2)","(-2, 1, 0, -1)",20
H17,7,"(0, -2, 1, 0)","(1/14,-2/7,1/14,0)",1,1,0,15/49,27/49,"(-2, -2, -2, -2)","(-2, 1, 1, -1)",20
H17,7,"(0, -2, 1, 1)","(1/14,-3/14,1/14,1/14)",1,1,0,27/98,39/49,"(-2, -2, -2, -2)","(-2, 1, 1, -1)",20
H17,7,"(0, -2, 1, 2)","(1/14,-1/7,1/14,1/7)",1,1,0,13/49,43/49,"(-2, -2, -2, -2)","(-2, 1, 2, -2)",20
H17,7,"(0, -2, 2, -2)","(1/7,-3/7,1/7,-1/7)",1,1,0,17/98,95/98,"(-2, -2, -2, -2)","(-2, 1, -1, 0)",20
H17,7,"(0, -2, 2, -1)","(1/7,-5/14,1/7,-1/14)",1,1,0,12/49,67/98,"(-2, -2, -2, -2)","(-2, 1, 0, -1)",20
H17,7,"(0, -2, 2, 0)","(1/7,-2/7,1/7,0)",1,1,0,33/98,93/98,"(-2, -2, -2, -2)","(-2, 1, 0, -1)",20
H17,7,"(0, -2, 2, 1)","(1/7,-3/14,1/7,1/14)",1,1,0,15/49,89/98,"(-2, -2, -2, -2)","(-2, 1, 1, -2)",20
H17,7,"(0, -2, 2, 2)","(1/7,-1/7,1/7,1/7)",1,1,0,29/98,83/98,"(-2, -2, -2, -2)","(-1, 0, 0, -1)",20
H17,7,"(0, -1, -2, -2)","(-1/7,-2/7,-1/7,-1/7)",1,1,0,3/14,11/14,"(-2, -2, -2, -2)","(-2, 0, 1, 2)",20
H17,7,"(0, -1, -2, -1)","(-1/7,-3/14,-1/7,-1/14)",1,1,0,15/49,75/98,"(-2, -2, -2, -2)","(-2, 0, 2, 1)",20
H17,7,"(0, -1, -2, 0)","(-1/7,-1/7,-1/7,0)",1,1,0,27/98,85/98,"(-2, -2, -2, -2)","(-2, 0, 2, 1)",20
H17,7,"(0, -1, -2, 1)","(-1/7,-1/14,-1/7,1/14)",1,1,0,13/49,93/98,"(-2, -2, -2, -2)","(-1, -1, 2, 1)",20
H17,7,"(0, -1, -2, 2)","(-1/7,0,-1/7,1/7)",1,1,0,27/98,71/98,"(-2, -2, -2, -2)","(-1, -1, 2, 1)",20
H17,7,"(0, -1, -1, -2)","(-1/14,-2/7,-1/14,-1/7)",1,1,0,9/49,47/49,"(-2, -2, -2, -2)","(-2, 0, 1, 1)",20
H17,7,"(0, -1, -1, -1)","(-1/14,-3/14,-1/14,-1/14)",1,1,0,27/98,85/98,"(-2, -2, -2, -2)","(-2, 0, 2, 1)",20
H17,7,"(0, -1, -1, 0)","(-1/14,-1/7,-1/14,0)",1,1,0,19/49,95/98,"(-2, -2, -2, -2)","(-2, 0, 2, 1)",20
H17,7,"(0, -1, -1, 1)","(-1/14,-1/14,-1/14,1/14)",1,1,0,37/98,33/98,"(-2, -2, -2, -2)","(-1, 0, 1, 0)",20
H17,7,"(0, -1, -1, 2)","(-1/14,0,-1/14,1/7)",1,1,0,19/49,81/98,"(-2, -2, -2, -2)","(-1, -1, 2, 1)",20
H17,7,"(0, -1, 0, -2)","(0,-2/7,0,-1/7)",1,1,0,17/98,67/98,"(-2, -2, -2, -2)","(-2, 1, 1, 0)",20
H17,7,"(0, -1, 0, -1)","(0,-3/14,0,-1/14)",1,1,0,13/49,93/98,"(-2, -2, -2, -2)","(-2, 1, 1, 0)",20
H17,7,"(0, -1, 0, 0)","(0,-1/7,0,0)",1,1,0,37/98,27/49,"(-2, -2, -2, -2)","(-1, 0, 0, 0)",20
H17,7,"(0, -1, 0, 1)","(0,-1/14,0,1/14)",1,1,0,18/49,45/49,"(-2, -2, -2, -2)","(-1, 0, 0, 0)",20
H17,7,"(0, -1, 0, 2)","(0,0,0,1/7)",1,1,0,37/98,27/49,"(-2, -2, -2, -2)","(-1, 0, 1, -1)",20
H17,7,"(0, -1, 1, -2)","(1/14,-2/7,1/14,-1/7)",1,1,0,9/49,47/49,"(-2, -2, -2, -2)","(-2, 1, 0, 0)",20
H17,7,"(0, -1, 1, -1)","(1/14,-3/14,1/14,-1/14)",1,1,0,27/98,85/98,"(-2, -2, -2, -2)","(-1, 0, -1, 0)",20
H17,7,"(0, -1, 1, 0)","(1/14,-1/7,1/14,0)",1,1,0,19/49,81/98,"(-2, -2, -2, -2)","(-1, 0, 0, -1)",20
H17,7,"(0, -1, 1, 1)","(1/14,-1/14,1/14,1/14)",1,1,0,37/98,75/98,"(-2, -2, -2, -2)","(-1, 0, 0, -1)",20
H17,7,"(0, -1, 1, 2)","(1/14,0,1/14,1/7)",1,1,0,19/49,95/98,"(-2, -2, -2, -2)","(-1, 0, 1, -2)",20
H17,7,"(0, -1, 2, -2)","(1/7,-2/7,1/7,-1/7)",1,1,0,3/14,11/14,"(-2, -2, -2, -2)","(-1, 0, -1, 0)",20
H17,7,"(0, -1, 2, -1)","(1/7,-3/14,1/7,-1/14)",1,1,0,15/49,75/98,"(-2, -2, -2, -2)","(-1, 0, -1, 0)",20
H17,7,"(0, -1, 2, 0)","(1/7,-1/7,1/7,0)",1,1,0,27/98,71/98,"(-2, -2, -2, -2)","(-1, 0, 0, -1)",20
H17,7,"(0, -1, 2, 1)","(1/7,-1/14,1/7,1/14)",1,1,0,13/49,65/98,"(-2, -2, -2, -2)","(-1, 0, 0, -1)",20
H17,7,"(0, -1, 2, 2)","(1/7,0,1/7,1/7)",1,1,0,27/98,85/98,"(-2, -2, -2, -2)","(-1, 0, 1, -2)",20
H17,7,"(0, 0, -2, -2)","(-1/7,-1/7,-1/7,-1/7)",1,1,0,29/98,83/98,"(-2, -2, -2, -2)","(-1, -1, 1, 2)",20
H17,7,"(0, 0, -2, -1)","(-1/7,-1/14,-1/7,-1/14)",1,1,0,13/49,65/98,"(-2, -2, -2, -2)","(-1, -1, 1, 2)",20
H17,7,"(0, 0, -2, 0)","(-1/7,0,-1/7,0)",1,1,0,25/98,87/98,"(-2, -2, -2, -2)","(-1, -1, 1, 2)",20
H17,7,"(0, 0, -2, 1)","(-1/7,1/14,-1/7,1/14)",1,1,0,13/49,65/98,"(-2, -2, -2, -2)","(-1, -1, 2, 1)",20
H17,7,"(0, 0, -2, 2)","(-1/7,1/7,-1/7,1/7)",1,1,0,29/98,83/98,"(-2, -2, -2, -2)","(-1, -1, 2, 1)",20
H17,7,"(0, 0, -1, -2)","(-1/14,-1/7,-1/14,-1/7)",1,1,0,13/49,93/98,"(-2, -2, -2, -2)","(-1, -1, 1, 2)",20
H17,7,"(0, 0, -1, -1)","(-1/14,-1/14,-1/14,-1/14)",1,1,0,37/98,75/98,"(-2, -2, -2, -2)","(-1, -1, 1, 2)",20
H17,7,"(0, 0, -1, 0)","(-1/14,0,-1/14,0)",1,1,0,18/49,45/49,"(-2, -2, -2, -2)","(-1, -1, 1, 1)",20
H17,7,"(0, 0, -1, 1)","(-1/14,1/14,-1/14,1/14)",1,1,0,37/98,75/98,"(-2, -2, -2, -2)","(-1, -1, 2, 1)",20
H17,7,"(0, 0, -1, 2)","(-1/14,1/7,-1/14,1/7)",1,1,0,13/49,93/98,"(-2, -2, -2, -2)","(-1, -1, 2, 1)",20
H17,7,"(0, 0, 0, -2)","(0,-1/7,0,-1/7)",1,1,0,25/98,47/49,"(-2, -2, -2, -2)","(-1, 0, -1, 1)",20
H17,7,"(0, 0, 0, -1)","(0,-1/14,0,-1/14)",1,1,0,18/49,31/49,"(-2, -2, -2, -2)","(-1, 0, 0, 0)",20
H17,7,"(0, 0, 0, 1)","(0,1/14,0,1/14)",1,1,0,18/49,45/49,"(-2, -2, -2, -2)","(-1, 0, 1, -1)",20
H17,7,"(0, 0, 0, 2)","(0,1/7,0,1/7)",1,1,0,25/98,87/98,"(-2, -2, -2, -2)","(-1, 0, 2, -1)",20
H17,7,"(0, 0, 1, -2)","(1/14,-1/7,1/14,-1/7)",1,1,0,13/49,79/98,"(-2, -2, -2, -2)","(-1, 0, -1, 0)",20
H17,7,"(0, 0, 1, -1)","(1/14,-1/14,1/14,-1/14)",1,1,0,37/98,27/49,"(-2, -2, -2, -2)","(-1, 0, 0, 0)",20
H17,7,"(0, 0, 1, 0)","(1/14,0,1/14,0)",1,1,0,18/49,97/98,"(-2, -2, -2, -2)","(-1, 0, 0, -1)",20
H17,7,"(0, 0, 1, 1)","(1/14,1/14,1/14,1/14)",1,1,0,37/98,41/49,"(-2, -2, -2, -2)","(-1, 0, 1, -1)",20
H17,7,"(0, 0, 1, 2)","(1/14,1/7,1/14,1/7)",1,1,0,13/49,79/98,"(-2, -2, -2, -2)","(0, -1, 0, -1)",20
H17,7,"(0, 0, 2, -2)","(1/7,-1/7,1/7,-1/7)",1,1,0,29/98,69/98,"(-2, -2, -2, -2)","(-1, 0, -1, 0)",20
H17,7,"(0, 0, 2, -1)","(1/7,-1/14,1/7,-1/14)",1,1,0,13/49,93/98,"(-2, -2, -2, -2)","(-1, 0, 0, -1)",20
H17,7,"(0, 0, 2, 0)","(1/7,0,1/7,0)",1,1,0,25/98,87/98,"(-2, -2, -2, -2)","(-1, 0, 0, -1)",20
H17,7,"(0, 0, 2, 1)","(1/7,1/14,1/7,1/14)",1,1,0,13/49,93/98,"(-2, -2, -2, -2)","(0, -1, -1, 0)",20
H17,7,"(0, 0, 2, 2)","(1/7,1/7,1/7,1/7)",1,1,0,29/98,69/98,"(-2, -2, -2, -2)","(0, -1, 0, -1)",20
H17,7,"(0, 1, -2, -2)","(-1/7,0,-1/7,-1/7)",1,1,0,27/98,71/98,"(-2, -2, -2, -2)","(-1, -1, 1, 2)",20
H17,7,"(0, 1, -2, -1)","(-1/7,1/14,-1/7,-1/14)",1,1,0,13/49,93/98,"(-2, -2, -2, -2)","(-1, -1, 1, 2)",20
H17,7,"(0, 1, -2, 0)","(-1/7,1/7,-1/7,0)",1,1,0,27/98,46/49,"(-2, -2, -2, -2)","(-1, -1, 2, 2)",20
H17,7,"(0, 1, -2, 1)","(-1/7,3/14,-1/7,1/14)",1,1,0,15/49,75/98,"(-2, -2, -2, -2)","(0, -2, 1, 2)",20
H17,7,"(0, 1, -2, 2)","(-1/7,2/7,-1/7,1/7)",1,1,0,3/14,11/14,"(-2, -2, -2, -2)","(0, -2, 2, 1)",20
H17,7,"(0, 1, -1, -2)","(-1/14,0,-1/14,-1/7)",1,1,0,19/49,81/98,"(-2, -2, -2, -2)","(-1, -1, 1, 2)",20
H17,7,"(0, 1, -1, -1)","(-1/14,1/14,-1/14,-1/14)",1,1,0,37/98,33/98,"(-2, -2, -2, -2)","(0, -1, 0, 1)",20
H17,7,"(0, 1, -1, 0)","(-1/14,1/7,-1/14,0)",1,1,0,19/49,95/98,"(-2, -2, -2, -2)","(0, -2, 1, 2)",20
H17,7,"(0, 1, -1, 1)","(-1/14,3/14,-1/14,1/14)",1,1,0,27/98,85/98,"(-2, -2, -2, -2)","(0, -2, 1, 2)",20
H17,7,"(0, 1, -1, 2)","(-1/14,2/7,-1/14,1/7)",1,1,0,9/49,47/49,"(-2, -2, -2, -2)","(0, -2, 1, 1)",20
H17,7,"(0, 1, 0, -2)","(0,0,0,-1/7)",1,1,0,37/98,27/49,"(-2, -2, -2, -2)","(0, -1, -1, 1)",20
H17,7,"(0, 1, 0, -1)","(0,1/14,0,-1/14)",1,1,0,18/49,31/49,"(-2, -2, -2, -2)","(0, -1, -1, 1)",20
H17,7,"(0, 1, 0, 0)","(0,1/7,0,0)",1,1,0,37/98,27/49,"(-2, -2, -2, -2)","(0, -1, 0, 0)",20
H17,7,"(0, 1, 0, 1)","(0,3/14,0,1/14)",1,1,0,13/49,29/49,"(-2, -2, -2, -2)","(0, -1, 0, 0)",20
H17,7,"(0, 1, 0, 2)","(0,2/7,0,1/7)",1,1,0,17/98,37/49,"(-2, -2, -2, -2)","(0, -1, 1, -1)",20
H17,7,"(0, 1, 1, -2)","(1/14,0,1/14,-1/7)",1,1,0,19/49,95/98,"(-2, -2, -2, -2)","(0, -1, -2, 1)",20
