order,prime,delta_coeffs,rho,euc_success,dh_success,rescue,best_euc_norm,best_dh_norm,alpha_coeffs,beta_coeffs,alpha_norm_sq
H713,3,"(-2, 2, -1, 0)","(-1/3,2/7,0,-1/21)",1,1,0,37/882,145/147,"(-2, -2, -1, 2)","(0, 0, -2, 1)",6
H713,3,"(-2, 2, -1, 1)","(-1/6,13/42,1/6,-1/42)",1,1,0,1/9,143/147,"(-2, -2, -1, 2)","(0, 0, -2, -1)",6
H713,3,"(-2, 2, -1, 2)","(0,1/3,1/3,0)",1,1,0,37/882,251/294,"(-2, -2, -1, 2)","(0, -1, -2, 0)",6
H713,3,"(-2, 2, 0, -2)","(-2/3,2/7,-1/3,-1/21)",1,1,0,17/147,103/147,"(-2, -2, -1, 2)","(1, 0, -2, 1)",6
H713,3,"(-2, 2, 0, -1)","(-1/2,13/42,-1/6,-1/42)",1,1,0,13/294,265/294,"(-2, -2, -1, 2)","(0, 1, -2, 1)",6
H713,3,"(-2, 2, 0, 0)","(-1/3,1/3,0,0)",1,1,0,43/882,143/147,"(-2, -2, -1, 2)","(0, 0, -2, 1)",6
H713,3,"(-2, 2, 0, 1)","(-1/6,5/14,1/6,1/42)",1,1,0,17/147,94/147,"(-2, -2, -1, 2)","(0, 0, -2, 0)",6
H713,3,"(-2, 2, 0, 2)","(0,8/21,1/3,1/21)",1,1,0,13/294,283/294,"(-2, -2, -1, 2)","(0, -1, -2, 0)",6
H713,3,"(-2, 2, 1, -2)","(-2/3,1/3,-1/3,0)",1,1,0,17/147,29/49,"(-2, -2, -1, 2)","(1, 0, -2, 1)",6
H713,3,"(-2, 2, 1, -1)","(-1/2,5/14,-1/6,1/42)",1,1,0,43/882,269/294,"(-2, -2, -1, 2)","(0, 1, -2, 1)",6
H713,3,"(-2, 2, 1, 0)","(-1/3,8/21,0,1/21)",1,1,0,13/294,227/294,"(-2, -2, -1, 2)","(0, 1, -2, 0)",6
H713,3,"(-2, 2, 1, 1)","(-1/6,17/42,1/6,1/14)",1,1,0,17/147,38/49,"(-2, -2, -1, 2)","(0, 0, -2, 0)",6
H713,3,"(-2, 2, 1, 2)","(0,3/7,1/3,2/21)",1,1,0,43/882,43/49,"(-2, -2, -1, 2)","(0, 0, -2, -1)",6
H713,3,"(-2, 2, 2, -2)","(-2/3,8/21,-1/3,1/21)",1,1,0,1/9,79/147,"(-2, -2, -1, 2)","(1, 0, -2, 1)",6
H713,3,"(-2, 2, 2, -1)","(-1/2,17/42,-1/6,1/14)",1,1,0,37/882,289/294,"(-2, -2, -1, 2)","(0, 1, -2, 1)",6
H713,3,"(-2, 2, 2, 0)","(-1/3,3/7,0,2/21)",1,1,0,37/882,275/294,"(-2, -2, -1, 2)","(0, 1, -2, 0)",6
H713,3,"(-2, 2, 2, 1)","(-1/6,19/42,1/6,5/42)",1,1,0,1/9,142/147,"(-2, -2, -1, 2)","(0, 0, -2, 0)",6
H713,3,"(-2, 2, 2, 2)","(0,10/21,1/3,1/7)",1,1,0,37/882,167/294,"(-2, -2, -1, 2)","(1, -1, -2, -1)",6
H713,3,"(-1, -2, -2, -1)","(-5/6,-19/42,-1/6,-5/42)",1,1,0,1/9,142/147,"(-2, -2, -1, 2)","(0, 2, 2, 0)",6
H713,3,"(-1, -2, -2, 0)","(-2/3,-3/7,0,-2/21)",1,1,0,37/882,47/49,"(-2, -2, -1, 2)","(0, 2, 0, -1)",6
H713,3,"(-1, -2, -2, 1)","(-1/2,-17/42,1/6,-1/14)",1,1,0,37/882,87/98,"(-2, -2, -1, 2)","(0, 1, 1, -1)",6
H713,3,"(-1, -2, -2, 2)","(-1/3,-8/21,1/3,-1/21)",1,1,0,1/9,45/49,"(-2, -2, -1, 2)","(-1, 2, -2, -1)",6
H713,3,"(-1, -2, -1, -1)","(-5/6,-17/42,-1/6,-1/14)",1,1,0,17/147,38/49,"(-2, -2, -1, 2)","(0, 2, 2, 0)",6
H713,3,"(-1, -2, -1, 0)","(-2/3,-8/21,0,-1/21)",1,1,0,13/294,37/49,"(-2, -2, -1, 2)","(0, 2, 0, -1)",6
H713,3,"(-1, -2, -1, 1)","(-1/2,-5/14,1/6,-1/42)",1,1,0,43/882,143/147,"(-2, -2, -1, 2)","(-1, 2, 1, 0)",6
H713,3,"(-1, -2, -1, 2)","(-1/3,-1/3,1/3,0)",1,1,0,17/147,37/49,"(-2, -2, -1, 2)","(-1, 2, -2, -1)",6
H713,3,"(-1, -2, 0, -1)","(-5/6,-5/14,-1/6,-1/42)",1,1,0,17/147,122/147,"(-2, -2, -1, 2)","(0, 2, 1, 0)",6
H713,3,"(-1, -2, 0, 0)","(-2/3,-1/3,0,0)",1,1,0,43/882,293/294,"(-2, -2, -1, 2)","(0, 1, 2, 0)",6
H713,3,"(-1, -2, 0, 1)","(-1/2,-13/42,1/6,1/42)",1,1,0,13/294,47/49,"(-2, -2, -1, 2)","(-1, 2, 0, 0)",6
H713,3,"(-1, -2, 0, 2)","(-1/3,-2/7,1/3,1/21)",1,1,0,17/147,95/147,"(-2, -2, -1, 2)","(-1, 2, -2, -1)",6
H713,3,"(-1, -2, 1, -1)","(-5/6,-13/42,-1/6,1/42)",1,1,0,1/9,134/147,"(-2, -2, -1, 2)","(0, 2, 0, 0)",6
H713,3,"(-1, -2, 1, 0)","(-2/3,-2/7,0,1/21)",1,1,0,37/882,277/294,"(-2, -2, -1, 2)","(0, 1, 2, 0)",6
H713,3,"(-1, -2, 1, 1)","(-1/2,-11/42,1/6,1/14)",1,1,0,37/882,143/147,"(-2, -2, -1, 2)","(-1, 2, -1, 0)",6
H713,3,"(-1, -2, 1, 2)","(-1/3,-5/21,1/3,2/21)",1,1,0,1/9,29/49,"(-2, -2, -1, 2)","(-1, 2, -2, -1)",6
H713,3,"(-1, -2, 2, -1)","(-5/6,-11/42,-1/6,1/14)",1,1,0,17/147,38/49,"(-2, -2, -1, 2)","(0, 2, 0, 0)",6
H713,3,"(-1, -2, 2, 0)","(-2/3,-5/21,0,2/21)",1,1,0,13/294,277/294,"(-2, -2, -1, 2)","(0, 1, 2, 0)",6
H713,3,"(-1, -2, 2, 1)","(-1/2,-3/14,1/6,5/42)",1,1,0,43/882,137/147,"(-2, -2, -1, 2)","(-1, 2, -1, 0)",6
H713,3,"(-1, -2, 2, 2)","(-1/3,-4/21,1/3,1/7)",1,1,0,17/147,29/49,"(-2, -2, -1, 2)","(-1, 2, -2, -1)",6
H713,3,"(-1, -1, -2, -2)","(-5/6,-13/42,-1/3,-1/7)",1,1,0,17/147,145/147,"(-2, -2, -1, 2)","(0, 2, 2, 0)",6
H713,3,"(-1, -1, -2, -1)","(-2/3,-2/7,-1/6,-5/42)",1,1,0,17/147,97/98,"(-2, -2, -1, 2)","(0, 1, 2, 0)",6
H713,3,"(-1, -1, -2, 0)","(-1/2,-11/42,0,-2/21)",1,1,0,29/441,235/294,"(-2, -2, -1, 2)","(0, 1, 0, 0)",6
H713,3,"(-1, -1, -2, 1)","(-1/3,-5/21,1/6,-1/14)",1,1,0,17/147,143/147,"(-2, -2, -1, 2)","(-1, 2, -2, -1)",6
H713,3,"(-1, -1, -2, 2)","(-1/6,-3/14,1/3,-1/21)",1,1,0,17/147,85/98,"(-2, -2, -1, 2)","(-1, 1, -1, -1)",6
H713,3,"(-1, -1, -1, -2)","(-5/6,-11/42,-1/3,-2/21)",1,1,0,1/9,142/147,"(-2, -2, -1, 2)","(0, 2, 1, 1)",6
H713,3,"(-1, -1, -1, -1)","(-2/3,-5/21,-1/6,-1/14)",1,1,0,17/147,263/294,"(-2, -2, -1, 2)","(0, 1, 2, 0)",6
H713,3,"(-1, -1, -1, 0)","(-1/2,-3/14,0,-1/21)",1,1,0,25/441,253/294,"(-2, -2, -1, 2)","(0, 1, -1, 0)",6
H713,3,"(-1, -1, -1, 1)","(-1/3,-4/21,1/6,-1/42)",1,1,0,1/9,43/49,"(-2, -2, -1, 2)","(-1, 2, -2, -1)",6
H713,3,"(-1, -1, -1, 2)","(-1/6,-1/6,1/3,0)",1,1,0,17/147,95/98,"(-2, -2, -1, 2)","(-1, 1, -2, -1)",6
H713,3,"(-1, -1, 0, -2)","(-5/6,-3/14,-1/3,-1/21)",1,1,0,17/147,46/49,"(-2, -2, -1, 2)","(0, 2, 0, 1)",6
H713,3,"(-1, -1, 0, -1)","(-2/3,-4/21,-1/6,-1/42)",1,1,0,1/9,293/294,"(-2, -2, -1, 2)","(0, 1, 1, 0)",6
H713,3,"(-1, -1, 0, 0)","(-1/2,-1/6,0,0)",1,1,0,25/441,93/98,"(-2, -2, -1, 2)","(0, 1, -2, 0)",6
H713,3,"(-1, -1, 0, 1)","(-1/3,-1/7,1/6,1/42)",1,1,0,17/147,41/49,"(-2, -2, -1, 2)","(-1, 2, -2, -1)",6
H713,3,"(-1, -1, 0, 2)","(-1/6,-5/42,1/3,1/21)",1,1,0,1/9,281/294,"(-2, -2, -1, 2)","(-1, 1, -2, -1)",6
H713,3,"(-1, -1, 1, -2)","(-5/6,-1/6,-1/3,0)",1,1,0,17/147,46/49,"(-2, -2, -1, 2)","(0, 2, -1, 1)",6
H713,3,"(-1, -1, 1, -1)","(-2/3,-1/7,-1/6,1/42)",1,1,0,17/147,289/294,"(-2, -2, -1, 2)","(0, 1, 0, 1)",6
H713,3,"(-1, -1, 1, 0)","(-1/2,-5/42,0,1/21)",1,1,0,29/441,227/294,"(-2, -2, -1, 2)","(0, 1, -2, 0)",6
H713,3,"(-1, -1, 1, 1)","(-1/3,-2/21,1/6,1/14)",1,1,0,17/147,125/147,"(-2, -2, -1, 2)","(-1, 2, -2, -1)",6
H713,3,"(-1, -1, 1, 2)","(-1/6,-1/14,1/3,2/21)",1,1,0,17/147,293/294,"(-2, -2, -1, 2)","(-1, 1, -2, -1)",6
H713,3,"(-1, -1, 2, -2)","(-5/6,-5/42,-1/3,1/21)",1,1,0,1/9,142/147,"(-2, -2, -1, 2)","(0, 2, -2, 1)",6
H713,3,"(-1, -1, 2, -1)","(-2/3,-2/21,-1/6,1/14)",1,1,0,17/147,257/294,"(-2, -2, -1, 2)","(0, 1, 0, 1)",6
H713,3,"(-1, -1, 2, 0)","(-1/2,-1/14,0,2/21)",1,1,0,25/441,191/294,"(-2, -2, -1, 2)","(0, 1, -2, 0)",6
H713,3,"(-1, -1, 2, 1)","(-1/3,-1/21,1/6,5/42)",1,1,0,1/9,45/49,"(-2, -2, -1, 2)","(-1, 2, -2, -1)",6
H713,3,"(-1, -1, 2, 2)","(-1/6,-1/42,1/3,1/7)",1,1,0,17/147,241/294,"(-2, -2, -1, 2)","(-1, 1, -2, 0)",6
H713,3,"(-1, 0, -2, -2)","(-2/3,-1/7,-1/3,-1/7)",1,1,0,29/441,293/294,"(-2, -2, -1, 2)","(0, 1, 1, 1)",6
H713,3,"(-1, 0, -2, -1)","(-1/2,-5/42,-1/6,-5/42)",1,1,0,17/147,263/294,"(-2, -2, -1, 2)","(0, 1, -1, 0)",6
H713,3,"(-1, 0, -2, 0)","(-1/3,-2/21,0,-2/21)",1,1,0,17/147,45/49,"(-2, -2, -1, 2)","(-1, 2, -2, 0)",6
H713,3,"(-1, 0, -2, 1)","(-1/6,-1/14,1/6,-1/14)",1,1,0,29/441,233/294,"(-2, -2, -1, 2)","(-1, 1, -2, 0)",6
H713,3,"(-1, 0, -2, 2)","(0,-1/21,1/3,-1/21)",1,1,0,19/147,137/147,"(-2, -2, -1, 2)","(-1, 0, -1, 0)",6
H713,3,"(-1, 0, -1, -2)","(-2/3,-2/21,-1/3,-2/21)",1,1,0,25/441,83/98,"(-2, -2, -1, 2)","(0, 1, 1, 1)",6
H713,3,"(-1, 0, -1, -1)","(-1/2,-1/14,-1/6,-1/14)",1,1,0,1/9,139/147,"(-2, -2, -1, 2)","(0, 0, 2, 1)",6
H713,3,"(-1, 0, -1, 0)","(-1/3,-1/21,0,-1/21)",1,1,0,19/147,121/147,"(-2, -2, -1, 2)","(-1, 2, -2, 0)",6
H713,3,"(-1, 0, -1, 1)","(-1/6,-1/42,1/6,-1/42)",1,1,0,37/441,71/98,"(-2, -2, -1, 2)","(-1, 1, -2, 0)",6
H713,3,"(-1, 0, -1, 2)","(0,0,1/3,0)",1,1,0,67/441,143/147,"(-2, -2, -1, 2)","(-1, 0, -2, 0)",6
H713,3,"(-1, 0, 0, -2)","(-2/3,-1/21,-1/3,-1/21)",1,1,0,25/441,85/98,"(-2, -2, -1, 2)","(0, 1, 0, 1)",6
H713,3,"(-1, 0, 0, -1)","(-1/2,-1/42,-1/6,-1/42)",1,1,0,17/147,145/147,"(-2, -2, -1, 2)","(0, 0, 1, 1)",6
H713,3,"(-1, 0, 0, 0)","(-1/3,0,0,0)",1,1,0,67/441,115/147,"(-2, -2, -1, 2)","(-1, 2, -2, 0)",6
H713,3,"(-1, 0, 0, 1)","(-1/6,1/42,1/6,1/42)",1,1,0,37/441,209/294,"(-2, -2, -1, 2)","(-1, 1, -2, 0)",6
H713,3,"(-1, 0, 0, 2)","(0,1/21,1/3,1/21)",1,1,0,19/147,145/147,"(-2, -2, -1, 2)","(-1, 0, -2, 0)",6
H713,3,"(-1, 0, 1, -2)","(-2/3,0,-1/3,0)",1,1,0,29/441,269/294,"(-2, -2, -1, 2)","(0, 1, -1, 1)",6
H713,3,"(-1, 0, 1, -1)","(-1/2,1/42,-1/6,1/42)",1,1,0,17/147,143/147,"(-2, -2, -1, 2)","(0, 0, 1, 1)",6
H713,3,"(-1, 0, 1, 0)","(-1/3,1/21,0,1/21)",1,1,0,19/147,39/49,"(-2, -2, -1, 2)","(-1, 2, -2, 0)",6
H713,3,"(-1, 0, 1, 1)","(-1/6,1/14,1/6,1/14)",1,1,0,29/441,221/294,"(-2, -2, -1, 2)","(-1, 1, -2, 0)",6
H713,3,"(-1, 0, 1, 2)","(0,2/21,1/3,2/21)",1,1,0,17/147,209/294,"(-2, -2, -1, 2)","(-1, 1, -2, -1)",6
H713,3,"(-1, 0, 2, -2)","(-2/3,1/21,-1/3,1/21)",1,1,0,25/441,97/98,"(-2, -2, -1, 2)","(0, 1, -2, 1)",6
H713,3,"(-1, 0, 2, -1)","(-1/2,1/14,-1/6,1/14)",1,1,0,1/9,193/294,"(-2, -2, -1, 2)","(0, 1, -2, 0)",6
H713,3,"(-1, 0, 2, 0)","(-1/3,2/21,0,2/21)",1,1,0,17/147,127/147,"(-2, -2, -1, 2)","(-1, 2, -2, 0)",6
H713,3,"(-1, 0, 2, 1)","(-1/6,5/42,1/6,5/42)",1,1,0,25/441,83/98,"(-2, -2, -1, 2)","(-1, 1, -2, 0)",6
H713,3,"(-1, 0, 2, 2)","(0,1/7,1/3,1/7)",1,1,0,1/9,265/294,"(-2, -2, -1, 2)","(-1, 1, -2, -1)",6
H713,3,"(-1, 1, -2, -2)","(-1/2,1/42,-1/3,-1/7)",1,1,0,37/882,239/294,"(-2, -2, -1, 2)","(0, 1, -1, 1)",6
H713,3,"(-1, 1, -2, -1)","(-1/3,1/21,-1/6,-5/42)",1,1,0,1/9,142/147,"(-2, -2, -1, 2)","(0, 0, -2, 1)",6
H713,3,"(-1, 1, -2, 0)","(-1/6,1/14,0,-2/21)",1,1,0,67/882,289/294,"(-2, -2, -1, 2)","(-1, 1, -2, 1)",6
H713,3,"(-1, 1, -2, 1)","(0,2/21,1/6,-1/14)",1,1,0,67/882,59/98,"(-2, -2, -1, 2)","(-1, 1, -2, 0)",6
H713,3,"(-1, 1, -2, 2)","(1/6,5/42,1/3,-1/21)",1,1,0,1/9,45/49,"(-2, -2, -1, 2)","(-1, 0, -2, -1)",6
H713,3,"(-1, 1, -1, -2)","(-1/2,1/14,-1/3,-2/21)",1,1,0,43/882,233/294,"(-2, -2, -1, 2)","(0, 1, -2, 1)",6
H713,3,"(-1, 1, -1, -1)","(-1/3,2/21,-1/6,-1/14)",1,1,0,17/147,38/49,"(-2, -2, -1, 2)","(0, 0, -2, 1)",6
H713,3,"(-1, 1, -1, 0)","(-1/6,5/42,0,-1/21)",1,1,0,19/294,269/294,"(-2, -2, -1, 2)","(-1, 1, -2, 1)",6
H713,3,"(-1, 1, -1, 1)","(0,1/7,1/6,-1/42)",1,1,0,1/18,143/147,"(-2, -2, -1, 2)","(-1, 0, -2, 1)",6
H713,3,"(-1, 1, -1, 2)","(1/6,1/6,1/3,0)",1,1,0,17/147,29/49,"(-2, -2, -1, 2)","(-1, 0, -2, 0)",6
H713,3,"(-1, 1, 0, -2)","(-1/2,5/42,-1/3,-1/21)",1,1,0,13/294,145/147,"(-2, -2, -1, 2)","(0, 0, 1, 2)",6
H713,3,"(-1, 1, 0, -1)","(-1/3,1/7,-1/6,-1/42)",1,1,0,17/147,94/147,"(-2, -2, -1, 2)","(0, 0, -2, 1)",6
H713,3,"(-1, 1, 0, 0)","(-1/6,1/6,0,0)",1,1,0,43/882,265/294,"(-2, -2, -1, 2)","(-1, 1, -2, 1)",6
H713,3,"(-1, 1, 0, 1)","(0,4/21,1/6,1/42)",1,1,0,13/294,145/147,"(-2, -2, -1, 2)","(-1, 0, -2, 1)",6
H713,3,"(-1, 1, 0, 2)","(1/6,3/14,1/3,1/21)",1,1,0,17/147,103/147,"(-2, -2, -1, 2)","(-1, 0, -2, 0)",6
H713,3,"(-1, 1, 1, -2)","(-1/2,1/6,-1/3,0)",1,1,0,37/882,139/147,"(-2, -2, -1, 2)","(0, 0, 0, 2)",6
H713,3,"(-1, 1, 1, -1)","(-1/3,4/21,-1/6,1/42)",1,1,0,1/9,82/147,"(-2, -2, -1, 2)","(0, 0, -2, 1)",6
H713,3,"(-1, 1, 1, 0)","(-1/6,3/14,0,1/21)",1,1,0,37/882,277/294,"(-2, -2, -1, 2)","(-1, 1, -2, 1)",6
H713,3,"(-1, 1, 1, 1)","(0,5/21,1/6,1/14)",1,1,0,37/882,83/98,"(-2, -2, -1, 2)","(-1, 1, -2, 0)",6
H713,3,"(-1, 1, 1, 2)","(1/6,11/42,1/3,2/21)",1,1,0,1/9,127/147,"(-2, -2, -1, 2)","(-1, 0, -2, 0)",6
H713,3,"(-1, 1, 2, -2)","(-1/2,3/14,-1/3,1/21)",1,1,0,43/882,137/147,"(-2, -2, -1, 2)","(0, 0, -1, 2)",6
H713,3,"(-1, 1, 2, -1)","(-1/3,5/21,-1/6,1/14)",1,1,0,17/147,26/49,"(-2, -2, -1, 2)","(0, 0, -2, 1)",6
H713,3,"(-1, 1, 2, 0)","(-1/6,11/42,0,2/21)",1,1,0,13/294,277/294,"(-2, -2, -1, 2)","(0, -1, -2, 1)",6
H713,3,"(-1, 1, 2, 1)","(0,2/7,1/6,5/42)",1,1,0,43/882,69/98,"(-2, -2, -1, 2)","(0, -1, -2, 0)",6
H713,3,"(-1, 1, 2, 2)","(1/6,13/42,1/3,1/7)",1,1,0,17/147,79/98,"(-2, -2, -1, 2)","(0, -1, -2, -1)",6
H713,3,"(-1, 2, -2, -2)","(-1/3,4/21,-1/3,-1/7)",1,1,0,17/147,145/147,"(-2, -2, -1, 2)","(0, 0, -2, 1)",6
H713,3,"(-1, 2, -2, -1)","(-1/6,3/14,-1/6,-5/42)",1,1,0,19/147,97/98,"(-2, -2, -1, 2)","(0, -1, -2, 1)",6
H713,3,"(-1, 2, -2, 0)","(0,5/21,0,-2/21)",1,1,0,29/441,193/294,"(-2, -2, -1, 2)","(0, -1, -2, 0)",6
H713,3,"(-1, 2, -2, 1)","(1/6,11/42,1/6,-1/14)",1,1,0,17/147,127/147,"(-2, -2, -1, 2)","(-1, 0, -2, 0)",6
H713,3,"(-1, 2, -2, 2)","(1/3,2/7,1/3,-1/21)",1,1,0,17/147,83/98,"(-2, -2, -1, 2)","(-1, -1, -2, 0)",6
H713,3,"(-1, 2, -1, -2)","(-1/3,5/21,-1/3,-2/21)",1,1,0,1/9,127/147,"(-2, -2, -1, 2)","(0, 0, -2, 1)",6
H713,3,"(-1, 2, -1, -1)","(-1/6,11/42,-1/6,-1/14)",1,1,0,17/147,263/294,"(-2, -2, -1, 2)","(0, -1, -2, 1)",6
H713,3,"(-1, 2, -1, 0)","(0,2/7,0,-1/21)",1,1,0,25/441,193/294,"(-2, -2, -1, 2)","(0, -1, -2, 0)",6
H713,3,"(-1, 2, -1, 1)","(1/6,13/42,1/6,-1/42)",1,1,0,1/9,145/147,"(-2, -2, -1, 2)","(-1, 0, -2, 0)",6
H713,3,"(-1, 2, -1, 2)","(1/3,1/3,1/3,0)",1,1,0,17/147,293/294,"(-2, -2, -1, 2)","(-1, -1, -2, 0)",6
H713,3,"(-1, 2, 0, -2)","(-1/3,2/7,-1/3,-1/21)",1,1,0,17/147,39/49,"(-2, -2, -1, 2)","(0, 0, -2, 1)",6
H713,3,"(-1, 2, 0, -1)","(-1/6,13/42,-1/6,-1/42)",1,1,0,1/9,251/294,"(-2, -2, -1, 2)","(0, -1, -2, 1)",6
H713,3,"(-1, 2, 0, 0)","(0,1/3,0,0)",1,1,0,25/441,209/294,"(-2, -2, -1, 2)","(0, -1, -2, 0)",6
H713,3,"(-1, 2, 0, 1)","(1/6,5/14,1/6,1/42)",1,1,0,17/147,39/49,"(-2, -2, -1, 2)","(0, -2, -2, 1)",6
H713,3,"(-1, 2, 0, 2)","(1/3,8/21,1/3,1/21)",1,1,0,1/9,82/147,"(-2, -2, -1, 2)","(0, -2, -2, 0)",6
H713,3,"(-1, 2, 1, -2)","(-1/3,1/3,-1/3,0)",1,1,0,17/147,115/147,"(-2, -2, -1, 2)","(0, 0, -2, 1)",6
H713,3,"(-1, 2, 1, -1)","(-1/6,5/14,-1/6,1/42)",1,1,0,17/147,85/98,"(-2, -2, -1, 2)","(0, -1, -2, 1)",6
H713,3,"(-1, 2, 1, 0)","(0,8/21,0,1/21)",1,1,0,29/441,241/294,"(-2, -2, -1, 2)","(0, -1, -2, 0)",6
H713,3,"(-1, 2, 1, 1)","(1/6,17/42,1/6,1/14)",1,1,0,17/147,127/147,"(-2, -2, -1, 2)","(0, -2, -2, 1)",6
H713,3,"(-1, 2, 1, 2)","(1/3,3/7,1/3,2/21)",1,1,0,17/147,106/147,"(-2, -2, -1, 2)","(0, -2, -2, 0)",6
H713,3,"(-1, 2, 2, -2)","(-1/3,8/21,-1/3,1/21)",1,1,0,1/9,121/147,"(-2, -2, -1, 2)","(0, 0, -2, 1)",6
H713,3,"(-1, 2, 2, -1)","(-1/6,17/42,-1/6,1/14)",1,1,0,17/147,275/294,"(-2, -2, -1, 2)","(0, -1, -2, 1)",6
H713,3,"(-1, 2, 2, 0)","(0,3/7,0,2/21)",1,1,0,25/441,289/294,"(-2, -2, -1, 2)","(0, -1, -2, 0)",6
H713,3,"(-1, 2, 2, 1)","(1/6,19/42,1/6,5/42)",1,1,0,1/9,145/147,"(-2, -2, -1, 2)","(0, -2, -2, 1)",6
H713,3,"(-1, 2, 2, 2)","(1/3,10/21,1/3,1/7)",1,1,0,17/147,46/49,"(-2, -2, -1, 2)","(0, -2, -2, 0)",6
H713,3,"(0, -2, -2, -2)","(-2/3,-10/21,-1/3,-1/7)",1,1,0,17/147,110/147,"(-2, -2, -1, 2)","(0, 2, 2, 0)",6
H713,3,"(0, -2, -2, -1)","(-1/2,-19/42,-1/6,-5/42)",1,1,0,13/294,45/49,"(-2, -2, -1, 2)","(-1, 2, 2, 0)",6
H713,3,"(0, -2, -2, 0)","(-1/3,-3/7,0,-2/21)",1,1,0,37/882,275/294,"(-2, -2, -1, 2)","(-1, 1, 2, 0)",6
H713,3,"(0, -2, -2, 1)","(-1/6,-17/42,1/6,-1/14)",1,1,0,17/147,95/98,"(-2, -2, -1, 2)","(-1, 1, -1, 0)",6
H713,3,"(0, -2, -2, 2)","(0,-8/21,1/3,-1/21)",1,1,0,13/294,45/49,"(-2, -2, -1, 2)","(-2, 2, -2, -1)",6
H713,3,"(0, -2, -1, -2)","(-2/3,-3/7,-1/3,-2/21)",1,1,0,17/147,118/147,"(-2, -2, -1, 2)","(0, 2, 1, 0)",6
H713,3,"(0, -2, -1, -1)","(-1/2,-17/42,-1/6,-1/14)",1,1,0,37/882,143/147,"(-2, -2, -1, 2)","(-1, 2, 1, 0)",6
H713,3,"(0, -2, -1, 0)","(-1/3,-8/21,0,-1/21)",1,1,0,13/294,85/98,"(-2, -2, -1, 2)","(-1, 1, 2, 0)",6
H713,3,"(0, -2, -1, 1)","(-1/6,-5/14,1/6,-1/42)",1,1,0,17/147,75/98,"(-2, -2, -1, 2)","(-1, 1, -1, 0)",6
H713,3,"(0, -2, -1, 2)","(0,-1/3,1/3,0)",1,1,0,37/882,125/147,"(-2, -2, -1, 2)","(-2, 2, -2, -1)",6
H713,3,"(0, -2, 0, -2)","(-2/3,-8/21,-1/3,-1/21)",1,1,0,1/9,253/294,"(-2, -2, -1, 2)","(0, 1, 2, 1)",6
H713,3,"(0, -2, 0, -1)","(-1/2,-5/14,-1/6,-1/42)",1,1,0,43/882,41/49,"(-2, -2, -1, 2)","(-1, 2, 0, 1)",6
H713,3,"(0, -2, 0, 0)","(-1/3,-1/3,0,0)",1,1,0,43/882,95/98,"(-2, -2, -1, 2)","(-1, 1, 1, 0)",6
H713,3,"(0, -2, 0, 1)","(-1/6,-13/42,1/6,1/42)",1,1,0,1/9,251/294,"(-2, -2, -1, 2)","(-1, 1, -2, 0)",6
H713,3,"(0, -2, 0, 2)","(0,-2/7,1/3,1/21)",1,1,0,43/882,41/49,"(-2, -2, -1, 2)","(-2, 2, -2, -1)",6
H713,3,"(0, -2, 1, -2)","(-2/3,-1/3,-1/3,0)",1,1,0,17/147,93/98,"(-2, -2, -1, 2)","(0, 1, 1, 1)",6
H713,3,"(0, -2, 1, -1)","(-1/2,-13/42,-1/6,1/42)",1,1,0,13/294,41/49,"(-2, -2, -1, 2)","(-1, 2, -1, 1)",6
H713,3,"(0, -2, 1, 0)","(-1/3,-2/7,0,1/21)",1,1,0,37/882,271/294,"(-2, -2, -1, 2)","(-1, 1, 0, 1)",6
H713,3,"(0, -2, 1, 1)","(-1/6,-11/42,1/6,1/14)",1,1,0,17/147,69/98,"(-2, -2, -1, 2)","(-1, 1, -2, 0)",6
H713,3,"(0, -2, 1, 2)","(0,-5/21,1/3,2/21)",1,1,0,13/294,43/49,"(-2, -2, -1, 2)","(-2, 2, -2, -1)",6
H713,3,"(0, -2, 2, -2)","(-2/3,-2/7,-1/3,1/21)",1,1,0,17/147,227/294,"(-2, -2, -1, 2)","(0, 1, 1, 1)",6
H713,3,"(0, -2, 2, -1)","(-1/2,-11/42,-1/6,1/14)",1,1,0,37/882,127/147,"(-2, -2, -1, 2)","(-1, 2, -2, 1)",6
H713,3,"(0, -2, 2, 0)","(-1/3,-5/21,0,2/21)",1,1,0,13/294,95/98,"(-2, -2, -1, 2)","(-1, 1, -1, 1)",6
H713,3,"(0, -2, 2, 1)","(-1/6,-3/14,1/6,5/42)",1,1,0,19/147,145/147,"(-2, -2, -1, 2)","(-2, 2, -2, 1)",6
H713,3,"(0, -2, 2, 2)","(0,-4/21,1/3,1/7)",1,1,0,37/882,143/147,"(-2, -2, -1, 2)","(-2, 2, -2, -1)",6
H713,3,"(0, -1, -2, -2)","(-1/2,-13/42,-1/3,-1/7)",1,1,0,37/882,143/147,"(-2, -2, -1, 2)","(-1, 2, 2, 1)",6
H713,3,"(0, -1, -2, -1)","(-1/3,-2/7,-1/6,-5/42)",1,1,0,17/147,269/294,"(-2, -2, -1, 2)","(-1, 1, 1, 1)",6
H713,3,"(0, -1, -2, 0)","(-1/6,-11/42,0,-2/21)",1,1,0,13/294,143/147,"(-2, -2, -1, 2)","(-1, 0, 2, 1)",6
H713,3,"(0, -1, -2, 1)","(0,-5/21,1/6,-1/14)",1,1,0,37/882,127/147,"(-2, -2, -1, 2)","(-2, 2, -2, 0)",6
