gap_type,count_index_from,count_index_to,p_from,p_to,anchor_delta,missing_indices,host,gap_d1,gap_d2,verify_ok
anchor_enumeration,469,470,4016561,4032401,15840,,,,,True
anchor_enumeration,470,471,4032401,4039661,7260,,,,,True
anchor_enumeration,471,472,4039661,4042601,2940,,,,,True
anchor_enumeration,472,473,4042601,4058471,15870,,,,,True
anchor_enumeration,473,474,4058471,4059191,720,,,,,True
anchor_enumeration,474,475,4059191,4092701,33510,,,,,True
anchor_enumeration,475,476,4092701,4098461,5760,,,,,True
anchor_enumeration,476,477,4098461,4110341,11880,,,,,True
anchor_enumeration,477,478,4110341,4138241,27900,,,,,True
anchor_enumeration,478,479,4138241,4144961,6720,,,,,True
anchor_enumeration,479,480,4144961,4155911,10950,,,,,True
anchor_enumeration,480,481,4155911,4157891,1980,,,,,True
anchor_enumeration,481,482,4157891,4174601,16710,,,,,True
anchor_enumeration,482,483,4174601,4185911,11310,,,,,True
anchor_enumeration,483,484,4185911,4208621,22710,,,,,True
anchor_enumeration,484,485,4208621,4218281,9660,,,,,True
anchor_enumeration,485,486,4218281,4224371,6090,,,,,True
anchor_enumeration,486,487,4224371,4234421,10050,,,,,True
anchor_enumeration,487,488,4234421,4257521,23100,,,,,True
anchor_enumeration,488,489,4257521,4262171,4650,,,,,True
anchor_enumeration,489,490,4262171,4265081,2910,,,,,True
anchor_enumeration,490,491,4265081,4265711,630,,,,,True
anchor_enumeration,491,492,4265711,4285661,19950,,,,,True
anchor_enumeration,492,493,4285661,4300181,14520,,,,,True
anchor_enumeration,493,494,4300181,4316771,16590,,,,,True
anchor_enumeration,494,495,4316771,4326401,9630,,,,,True
anchor_enumeration,495,496,4326401,4332611,6210,,,,,True
anchor_enumeration,496,497,4332611,4336091,3480,,,,,True
anchor_enumeration,497,498,4336091,4353311,17220,,,,,True
anchor_enumeration,498,499,4353311,4361471,8160,,,,,True
anchor_enumeration,499,500,4361471,4370081,8610,,,,,True
anchor_enumeration,500,501,4370081,4377671,7590,,,,,True
anchor_enumeration,501,502,4377671,4396781,19110,,,,,True
anchor_enumeration,502,503,4396781,4404551,7770,,,,,True
anchor_enumeration,503,504,4404551,4405691,1140,,,,,True
anchor_enumeration,504,505,4405691,4413581,7890,,,,,True
anchor_enumeration,505,506,4413581,4415441,1860,,,,,True
anchor_enumeration,506,507,4415441,4453481,38040,,,,,True
anchor_enumeration,507,508,4453481,4467011,13530,,,,,True
anchor_enumeration,508,509,4467011,4487801,20790,,,,,True
anchor_enumeration,509,510,4487801,4510481,22680,,,,,True
anchor_enumeration,510,511,4510481,4529381,18900,,,,,True
anchor_enumeration,511,512,4529381,4540091,10710,,,,,True
anchor_enumeration,512,513,4540091,4543241,3150,,,,,True
anchor_enumeration,513,514,4543241,4544201,960,,,,,True
anchor_enumeration,514,515,4544201,4561631,17430,,,,,True
anchor_enumeration,515,516,4561631,4575281,13650,,,,,True
anchor_enumeration,516,517,4575281,4579871,4590,,,,,True
anchor_enumeration,517,518,4579871,4596071,16200,,,,,True
anchor_enumeration,518,519,4596071,4606571,10500,,,,,True
anchor_enumeration,519,520,4606571,4609301,2730,,,,,True
anchor_enumeration,520,521,4609301,4615601,6300,,,,,True
anchor_enumeration,521,522,4615601,4627871,12270,,,,,True
anchor_enumeration,522,523,4627871,4635971,8100,,,,,True
anchor_enumeration,523,524,4635971,4647281,11310,,,,,True
anchor_enumeration,524,525,4647281,4660541,13260,,,,,True
anchor_enumeration,525,526,4660541,4675241,14700,,,,,True
anchor_enumeration,526,527,4675241,4693691,18450,,,,,True
anchor_enumeration,527,528,4693691,4706411,12720,,,,,True
anchor_enumeration,528,529,4706411,4707971,1560,,,,,True
anchor_enumeration,529,530,4707971,4734671,26700,,,,,True
anchor_enumeration,530,531,4734671,4740641,5970,,,,,True
anchor_enumeration,531,532,4740641,4743701,3060,,,,,True
anchor_enumeration,532,533,4743701,4796081,52380,,,,,True
anchor_enumeration,533,534,4796081,4809941,13860,,,,,True
anchor_enumeration,534,535,4809941,4832411,22470,,,,,True
anchor_enumeration,535,536,4832411,4833131,720,,,,,True
anchor_enumeration,536,537,4833131,4852451,19320,,,,,True
anchor_enumeration,537,538,4852451,4868651,16200,,,,,True
anchor_enumeration,538,539,4868651,4875251,6600,,,,,True
anchor_enumeration,539,540,4875251,4900451,25200,,,,,True
anchor_enumeration,540,541,4900451,4950131,49680,,,,,True
anchor_enumeration,541,542,4950131,4956821,6690,,,,,True
anchor_enumeration,542,543,4956821,4959041,2220,,,,,True
anchor_enumeration,543,544,4959041,4972061,13020,,,,,True
anchor_enumeration,544,545,4972061,4977431,5370,,,,,True
anchor_enumeration,545,546,4977431,4997381,19950,,,,,True
anchor_enumeration,546,547,4997381,5025071,27690,,,,,True
anchor_enumeration,547,548,5025071,5037911,12840,,,,,True
anchor_enumeration,548,549,5037911,5047121,9210,,,,,True
anchor_enumeration,549,550,5047121,5073371,26250,,,,,True
anchor_enumeration,550,551,5073371,5074871,1500,,,,,True
anchor_enumeration,551,552,5074871,5146481,71610,,,,,True
anchor_enumeration,552,553,5146481,5154761,8280,,,,,True
anchor_enumeration,553,554,5154761,5158031,3270,,,,,True
anchor_enumeration,554,555,5158031,5168921,10890,,,,,True
anchor_enumeration,555,556,5168921,5184791,15870,,,,,True
anchor_enumeration,556,557,5184791,5201291,16500,,,,,True
anchor_enumeration,557,558,5201291,5205461,4170,,,,,True
anchor_enumeration,558,559,5205461,5229401,23940,,,,,True
anchor_enumeration,559,560,5229401,5234681,5280,,,,,True
anchor_enumeration,560,561,5234681,5239181,4500,,,,,True
anchor_enumeration,561,562,5239181,5248091,8910,,,,,True
anchor_enumeration,562,563,5248091,5251781,3690,,,,,True
anchor_enumeration,563,564,5251781,5253761,1980,,,,,True
anchor_enumeration,564,565,5253761,5261741,7980,,,,,True
anchor_enumeration,565,566,5261741,5274161,12420,,,,,True
anchor_enumeration,566,567,5274161,5274671,510,,,,,True
anchor_enumeration,567,568,5274671,5278571,3900,,,,,True
anchor_enumeration,568,569,5278571,5318891,40320,,,,,True
anchor_enumeration,569,570,5318891,5327891,9000,,,,,True
anchor_enumeration,570,571,5327891,5381861,53970,,,,,True
anchor_enumeration,571,572,5381861,5382101,240,,,,,True
anchor_enumeration,572,573,5382101,5417381,35280,,,,,True
anchor_enumeration,573,574,5417381,5425751,8370,,,,,True
anchor_enumeration,574,575,5425751,5436281,10530,,,,,True
anchor_enumeration,575,576,5436281,5450111,13830,,,,,True
anchor_enumeration,576,577,5450111,5461991,11880,,,,,True
anchor_enumeration,577,578,5461991,5465351,3360,,,,,True
anchor_enumeration,578,579,5465351,5484131,18780,,,,,True
anchor_enumeration,579,580,5484131,5499071,14940,,,,,True
anchor_enumeration,580,581,5499071,5527001,27930,,,,,True
anchor_enumeration,581,582,5527001,5610461,83460,,,,,True
anchor_enumeration,582,583,5610461,5614151,3690,,,,,True
anchor_enumeration,583,584,5614151,5651741,37590,,,,,True
anchor_enumeration,584,585,5651741,5675141,23400,,,,,True
anchor_enumeration,585,586,5675141,5698571,23430,,,,,True
anchor_enumeration,586,587,5698571,5732141,33570,,,,,True
anchor_enumeration,587,588,5732141,5733521,1380,,,,,True
anchor_enumeration,588,589,5733521,5734691,1170,,,,,True
anchor_enumeration,589,590,5734691,5760101,25410,,,,,True
anchor_enumeration,590,591,5760101,5774141,14040,,,,,True
anchor_enumeration,591,592,5774141,5805251,31110,,,,,True
anchor_enumeration,592,593,5805251,5839571,34320,,,,,True
anchor_enumeration,593,594,5839571,5841461,1890,,,,,True
anchor_enumeration,594,595,5841461,5851421,9960,,,,,True
anchor_enumeration,595,596,5851421,5860241,8820,,,,,True
anchor_enumeration,596,597,5860241,5892701,32460,,,,,True
anchor_enumeration,597,598,5892701,5908451,15750,,,,,True
anchor_enumeration,598,599,5908451,5922221,13770,,,,,True
anchor_enumeration,599,600,5922221,5928821,6600,,,,,True
anchor_enumeration,600,601,5928821,5930921,2100,,,,,True
anchor_enumeration,601,602,5930921,5937851,6930,,,,,True
anchor_enumeration,602,603,5937851,5938781,930,,,,,True
anchor_enumeration,603,604,5938781,5969651,30870,,,,,True
anchor_enumeration,604,605,5969651,5977331,7680,,,,,True
anchor_enumeration,605,606,5977331,5986031,8700,,,,,True
anchor_enumeration,606,607,5986031,6005891,19860,,,,,True
anchor_enumeration,607,608,6005891,6013151,7260,,,,,True
anchor_enumeration,608,609,6013151,6016091,2940,,,,,True
anchor_enumeration,609,610,6016091,6023651,7560,,,,,True
anchor_enumeration,610,611,6023651,6024041,390,,,,,True
anchor_enumeration,611,612,6024041,6054281,30240,,,,,True
anchor_enumeration,612,613,6054281,6056201,1920,,,,,True
anchor_enumeration,613,614,6056201,6066581,10380,,,,,True
anchor_enumeration,614,615,6066581,6102911,36330,,,,,True
anchor_enumeration,615,616,6102911,6106481,3570,,,,,True
anchor_enumeration,616,617,6106481,6130541,24060,,,,,True
anchor_enumeration,617,618,6130541,6136211,5670,,,,,True
anchor_enumeration,618,619,6136211,6144371,8160,,,,,True
anchor_enumeration,619,620,6144371,6153311,8940,,,,,True
anchor_enumeration,620,621,6153311,6156971,3660,,,,,True
anchor_enumeration,621,622,6156971,6177881,20910,,,,,True
anchor_enumeration,622,623,6177881,6187451,9570,,,,,True
anchor_enumeration,623,624,6187451,6193301,5850,,,,,True
anchor_enumeration,624,625,6193301,6201491,8190,,,,,True
anchor_enumeration,625,626,6201491,6213791,12300,,,,,True
anchor_enumeration,626,627,6213791,6250421,36630,,,,,True
anchor_enumeration,627,628,6250421,6261371,10950,,,,,True
anchor_enumeration,628,629,6261371,6287921,26550,,,,,True
anchor_enumeration,629,630,6287921,6297581,9660,,,,,True
anchor_enumeration,630,631,6297581,6299141,1560,,,,,True
anchor_enumeration,631,632,6299141,6324551,25410,,,,,True
anchor_enumeration,632,633,6324551,6329501,4950,,,,,True
anchor_enumeration,633,634,6329501,6332861,3360,,,,,True
anchor_enumeration,634,635,6332861,6334871,2010,,,,,True
anchor_enumeration,635,636,6334871,6359231,24360,,,,,True
anchor_enumeration,636,637,6359231,6378131,18900,,,,,True
anchor_enumeration,637,638,6378131,6402161,24030,,,,,True
anchor_enumeration,638,639,6402161,6404771,2610,,,,,True
anchor_enumeration,639,640,6404771,6406571,1800,,,,,True
anchor_enumeration,640,641,6406571,6419291,12720,,,,,True
anchor_enumeration,641,642,6419291,6438191,18900,,,,,True
anchor_enumeration,642,643,6438191,6464201,26010,,,,,True
anchor_enumeration,643,644,6464201,6471131,6930,,,,,True
anchor_enumeration,644,645,6471131,6474821,3690,,,,,True
anchor_enumeration,645,646,6474821,6484061,9240,,,,,True
anchor_enumeration,646,647,6484061,6495941,11880,,,,,True
anchor_enumeration,647,648,6495941,6498221,2280,,,,,True
anchor_enumeration,648,649,6498221,6501791,3570,,,,,True
anchor_enumeration,649,650,6501791,6503591,1800,,,,,True
anchor_enumeration,650,651,6503591,6509681,6090,,,,,True
anchor_enumeration,651,652,6509681,6510191,510,,,,,True
anchor_enumeration,652,653,6510191,6512081,1890,,,,,True
anchor_enumeration,653,654,6512081,6528671,16590,,,,,True
anchor_enumeration,654,655,6528671,6556601,27930,,,,,True
anchor_enumeration,655,656,6556601,6561011,4410,,,,,True
anchor_enumeration,656,657,6561011,6578651,17640,,,,,True
anchor_enumeration,657,658,6578651,6582461,3810,,,,,True
anchor_enumeration,658,659,6582461,6595571,13110,,,,,True
anchor_enumeration,659,660,6595571,6600491,4920,,,,,True
anchor_enumeration,660,661,6600491,6601781,1290,,,,,True
anchor_enumeration,661,662,6601781,6602201,420,,,,,True
anchor_enumeration,662,663,6602201,6613331,11130,,,,,True
anchor_enumeration,663,664,6613331,6616781,3450,,,,,True
anchor_enumeration,664,665,6616781,6621281,4500,,,,,True
anchor_enumeration,665,666,6621281,6631901,10620,,,,,True
anchor_enumeration,666,667,6631901,6641351,9450,,,,,True
anchor_enumeration,667,668,6641351,6655541,14190,,,,,True
anchor_enumeration,668,669,6655541,6655631,90,,,,,True
anchor_enumeration,669,670,6655631,6692261,36630,,,,,True
anchor_enumeration,670,671,6692261,6699611,7350,,,,,True
anchor_enumeration,671,672,6699611,6700691,1080,,,,,True
anchor_enumeration,672,673,6700691,6708851,8160,,,,,True
anchor_enumeration,673,674,6708851,6715271,6420,,,,,True
anchor_enumeration,674,675,6715271,6715991,720,,,,,True
anchor_enumeration,675,676,6715991,6727541,11550,,,,,True
anchor_enumeration,676,677,6727541,6735011,7470,,,,,True
anchor_enumeration,677,678,6735011,6740471,5460,,,,,True
anchor_enumeration,678,679,6740471,6753821,13350,,,,,True
anchor_enumeration,679,680,6753821,6758951,5130,,,,,True
anchor_enumeration,680,681,6758951,6760001,1050,,,,,True
anchor_enumeration,681,682,6760001,6787631,27630,,,,,True
anchor_enumeration,682,683,6787631,6796631,9000,,,,,True
anchor_enumeration,683,684,6796631,6843371,46740,,,,,True
anchor_enumeration,684,685,6843371,6880871,37500,,,,,True
anchor_enumeration,685,686,6880871,6884741,3870,,,,,True
anchor_enumeration,686,687,6884741,6900911,16170,,,,,True
anchor_enumeration,687,688,6900911,6915191,14280,,,,,True
anchor_enumeration,688,689,6915191,6918011,2820,,,,,True
anchor_enumeration,689,690,6918011,6918341,330,,,,,True
anchor_enumeration,690,691,6918341,6925151,6810,,,,,True
anchor_enumeration,691,692,6925151,6937961,12810,,,,,True
anchor_enumeration,692,693,6937961,6942491,4530,,,,,True
anchor_enumeration,693,694,6942491,6945551,3060,,,,,True
anchor_enumeration,694,695,6945551,6949331,3780,,,,,True
anchor_enumeration,695,696,6949331,7014611,65280,,,,,True
anchor_enumeration,696,697,7014611,7016741,2130,,,,,True
anchor_enumeration,697,698,7016741,7025651,8910,,,,,True
anchor_enumeration,698,699,7025651,7027451,1800,,,,,True
anchor_enumeration,699,700,7027451,7039841,12390,,,,,True
anchor_enumeration,700,701,7039841,7045691,5850,,,,,True
anchor_enumeration,701,702,7045691,7051391,5700,,,,,True
anchor_enumeration,702,703,7051391,7079711,28320,,,,,True
anchor_enumeration,703,704,7079711,7081181,1470,,,,,True
anchor_enumeration,704,705,7081181,7097801,16620,,,,,True
anchor_enumeration,705,706,7097801,7130861,33060,,,,,True
anchor_enumeration,706,707,7130861,7151141,20280,,,,,True
anchor_enumeration,707,708,7151141,7159511,8370,,,,,True
anchor_enumeration,708,709,7159511,7161851,2340,,,,,True
anchor_enumeration,709,710,7161851,7166141,4290,,,,,True
anchor_enumeration,710,711,7166141,7177061,10920,,,,,True
anchor_enumeration,711,712,7177061,7187771,10710,,,,,True
anchor_enumeration,712,713,7187771,7201631,13860,,,,,True
anchor_enumeration,713,714,7201631,7235951,34320,,,,,True
anchor_enumeration,714,715,7235951,7267451,31500,,,,,True
anchor_enumeration,715,716,7267451,7273991,6540,,,,,True
anchor_enumeration,716,717,7273991,7286681,12690,,,,,True
anchor_enumeration,717,718,7286681,7305371,18690,,,,,True
anchor_enumeration,718,719,7305371,7316291,10920,,,,,True
anchor_enumeration,719,720,7316291,7328771,12480,,,,,True
anchor_enumeration,720,721,7328771,7335941,7170,,,,,True
anchor_enumeration,721,722,7335941,7340231,4290,,,,,True
anchor_enumeration,722,723,7340231,7348631,8400,,,,,True
anchor_enumeration,723,724,7348631,7356071,7440,,,,,True
anchor_enumeration,724,725,7356071,7367021,10950,,,,,True
anchor_enumeration,725,726,7367021,7369331,2310,,,,,True
anchor_enumeration,726,727,7369331,7371641,2310,,,,,True
anchor_enumeration,727,728,7371641,7417511,45870,,,,,True
anchor_enumeration,728,729,7417511,7422221,4710,,,,,True
anchor_enumeration,729,730,7422221,7433051,10830,,,,,True
anchor_enumeration,730,731,7433051,7448471,15420,,,,,True
anchor_enumeration,731,732,7448471,7464551,16080,,,,,True
anchor_enumeration,732,733,7464551,7465481,930,,,,,True
anchor_enumeration,733,734,7465481,7475381,9900,,,,,True
anchor_enumeration,734,735,7475381,7477991,2610,,,,,True
anchor_enumeration,735,736,7477991,7483781,5790,,,,,True
anchor_enumeration,736,737,7483781,7499201,15420,,,,,True
anchor_enumeration,737,738,7499201,7527251,28050,,,,,True
anchor_enumeration,738,739,7527251,7534061,6810,,,,,True
anchor_enumeration,739,740,7534061,7534601,540,,,,,True
anchor_enumeration,740,741,7534601,7537331,2730,,,,,True
anchor_enumeration,741,742,7537331,7540451,3120,,,,,True
anchor_enumeration,742,743,7540451,7541921,1470,,,,,True
anchor_enumeration,743,744,7541921,7545911,3990,,,,,True
anchor_enumeration,744,745,7545911,7580381,34470,,,,,True
anchor_enumeration,745,746,7580381,7583501,3120,,,,,True
anchor_enumeration,746,747,7583501,7599041,15540,,,,,True
anchor_enumeration,747,748,7599041,7610921,11880,,,,,True
anchor_enumeration,748,749,7610921,7641371,30450,,,,,True
anchor_enumeration,749,750,7641371,7645661,4290,,,,,True
anchor_enumeration,750,751,7645661,7659011,13350,,,,,True
anchor_enumeration,751,752,7659011,7669811,10800,,,,,True
anchor_enumeration,752,753,7669811,7681361,11550,,,,,True
anchor_enumeration,753,754,7681361,7701761,20400,,,,,True
anchor_enumeration,754,755,7701761,7703231,1470,,,,,True
anchor_enumeration,755,756,7703231,7734821,31590,,,,,True
anchor_enumeration,756,757,7734821,7754891,20070,,,,,True
anchor_enumeration,757,758,7754891,7774301,19410,,,,,True
anchor_enumeration,758,759,7774301,7802231,27930,,,,,True
anchor_enumeration,759,760,7802231,7806431,4200,,,,,True
anchor_enumeration,760,761,7806431,7813361,6930,,,,,True
anchor_enumeration,761,762,7813361,7814291,930,,,,,True
anchor_enumeration,762,763,7814291,7846541,32250,,,,,True
anchor_enumeration,763,764,7846541,7861031,14490,,,,,True
anchor_enumeration,764,765,7861031,7879841,18810,,,,,True
anchor_enumeration,765,766,7879841,7882871,3030,,,,,True
anchor_enumeration,766,767,7882871,7913231,30360,,,,,True
anchor_enumeration,767,768,7913231,7934651,21420,,,,,True
anchor_enumeration,768,769,7934651,7945031,10380,,,,,True
anchor_enumeration,769,770,7945031,7960151,15120,,,,,True
anchor_enumeration,770,771,7960151,7961951,1800,,,,,True
anchor_enumeration,771,772,7961951,7989461,27510,,,,,True
anchor_enumeration,772,773,7989461,8023661,34200,,,,,True
anchor_enumeration,773,774,8023661,8059061,35400,,,,,True
anchor_enumeration,774,775,8059061,8062001,2940,,,,,True
anchor_enumeration,775,776,8062001,8070911,8910,,,,,True
anchor_enumeration,776,777,8070911,8101781,30870,,,,,True
anchor_enumeration,777,778,8101781,8108531,6750,,,,,True
anchor_enumeration,778,779,8108531,8166071,57540,,,,,True
anchor_enumeration,779,780,8166071,8178251,12180,,,,,True
anchor_enumeration,780,781,8178251,8183891,5640,,,,,True
anchor_enumeration,781,782,8183891,8194931,11040,,,,,True
anchor_enumeration,782,783,8194931,8208911,13980,,,,,True
anchor_enumeration,783,784,8208911,8248061,39150,,,,,True
anchor_enumeration,784,785,8248061,8281571,33510,,,,,True
anchor_enumeration,785,786,8281571,8312411,30840,,,,,True
anchor_enumeration,786,787,8312411,8313911,1500,,,,,True
anchor_enumeration,787,788,8313911,8318411,4500,,,,,True
anchor_enumeration,788,789,8318411,8326601,8190,,,,,True
anchor_enumeration,789,790,8326601,8336591,9990,,,,,True
anchor_enumeration,790,791,8336591,8339621,3030,,,,,True
anchor_enumeration,791,792,8339621,8344151,4530,,,,,True
anchor_enumeration,792,793,8344151,8348531,4380,,,,,True
anchor_enumeration,793,794,8348531,8381531,33000,,,,,True
anchor_enumeration,794,795,8381531,8385101,3570,,,,,True
anchor_enumeration,795,796,8385101,8431061,45960,,,,,True
anchor_enumeration,796,797,8431061,8445971,14910,,,,,True
anchor_enumeration,797,798,8445971,8460581,14610,,,,,True
anchor_enumeration,798,799,8460581,8467631,7050,,,,,True
anchor_enumeration,799,800,8467631,8487371,19740,,,,,True
anchor_enumeration,800,801,8487371,8497031,9660,,,,,True
anchor_enumeration,801,802,8497031,8513171,16140,,,,,True
anchor_enumeration,802,803,8513171,8519471,6300,,,,,True
anchor_enumeration,803,804,8519471,8540501,21030,,,,,True
anchor_enumeration,804,805,8540501,8557721,17220,,,,,True
anchor_enumeration,805,806,8557721,8561801,4080,,,,,True
anchor_enumeration,806,807,8561801,8568401,6600,,,,,True
anchor_enumeration,807,808,8568401,8573441,5040,,,,,True
anchor_enumeration,808,809,8573441,8576591,3150,,,,,True
anchor_enumeration,809,810,8576591,8594681,18090,,,,,True
anchor_enumeration,810,811,8594681,8604641,9960,,,,,True
anchor_enumeration,811,812,8604641,8616911,12270,,,,,True
anchor_enumeration,812,813,8616911,8619431,2520,,,,,True
anchor_enumeration,813,814,8619431,8621861,2430,,,,,True
anchor_enumeration,814,815,8621861,8623031,1170,,,,,True
anchor_enumeration,815,816,8623031,8648831,25800,,,,,True
anchor_enumeration,816,817,8648831,8658101,9270,,,,,True
anchor_enumeration,817,818,8658101,8669621,11520,,,,,True
anchor_enumeration,818,819,8669621,8677391,7770,,,,,True
anchor_enumeration,819,820,8677391,8685371,7980,,,,,True
anchor_enumeration,820,821,8685371,8691581,6210,,,,,True
anchor_enumeration,821,822,8691581,8717741,26160,,,,,True
anchor_enumeration,822,823,8717741,8729051,11310,,,,,True
anchor_enumeration,823,824,8729051,8741141,12090,,,,,True
anchor_enumeration,824,825,8741141,8748581,7440,,,,,True
anchor_enumeration,825,826,8748581,8773151,24570,,,,,True
anchor_enumeration,826,827,8773151,8799611,26460,,,,,True
anchor_enumeration,827,828,8799611,8827541,27930,,,,,True
anchor_enumeration,828,829,8827541,8831981,4440,,,,,True
anchor_enumeration,829,830,8831981,8833241,1260,,,,,True
anchor_enumeration,830,831,8833241,8844371,11130,,,,,True
anchor_enumeration,831,832,8844371,8868521,24150,,,,,True
anchor_enumeration,832,833,8868521,8878271,9750,,,,,True
anchor_enumeration,833,834,8878271,8898311,20040,,,,,True
anchor_enumeration,834,835,8898311,8914181,15870,,,,,True
anchor_enumeration,835,836,8914181,8926451,12270,,,,,True
anchor_enumeration,836,837,8926451,9020981,94530,,,,,True
anchor_enumeration,837,838,9020981,9081461,60480,,,,,True
anchor_enumeration,838,839,9081461,9081881,420,,,,,True
anchor_enumeration,839,840,9081881,9083021,1140,,,,,True
anchor_enumeration,840,841,9083021,9127631,44610,,,,,True
anchor_enumeration,841,842,9127631,9138131,10500,,,,,True
anchor_enumeration,842,843,9138131,9146981,8850,,,,,True
anchor_enumeration,843,844,9146981,9154961,7980,,,,,True
anchor_enumeration,844,845,9154961,9165251,10290,,,,,True
anchor_enumeration,845,846,9165251,9220241,54990,,,,,True
anchor_enumeration,846,847,9220241,9276851,56610,,,,,True
anchor_enumeration,847,848,9276851,9280541,3690,,,,,True
anchor_enumeration,848,849,9280541,9291641,11100,,,,,True
anchor_enumeration,849,850,9291641,9299441,7800,,,,,True
anchor_enumeration,850,851,9299441,9320321,20880,,,,,True
anchor_enumeration,851,852,9320321,9324431,4110,,,,,True
anchor_enumeration,852,853,9324431,9353291,28860,,,,,True
anchor_enumeration,853,854,9353291,9365591,12300,,,,,True
anchor_enumeration,854,855,9365591,9369551,3960,,,,,True
anchor_enumeration,855,856,9369551,9394961,25410,,,,,True
anchor_enumeration,856,857,9394961,9426491,31530,,,,,True
anchor_enumeration,857,858,9426491,9439271,12780,,,,,True
anchor_enumeration,858,859,9439271,9440441,1170,,,,,True
anchor_enumeration,859,860,9440441,9446861,6420,,,,,True
anchor_enumeration,860,861,9446861,9463241,16380,,,,,True
anchor_enumeration,861,862,9463241,9479411,16170,,,,,True
anchor_enumeration,862,863,9479411,9494201,14790,,,,,True
anchor_enumeration,863,864,9494201,9503951,9750,,,,,True
anchor_enumeration,864,865,9503951,9508061,4110,,,,,True
anchor_enumeration,865,866,9508061,9511421,3360,,,,,True
anchor_enumeration,866,867,9511421,9538091,26670,,,,,True
anchor_enumeration,867,868,9538091,9541991,3900,,,,,True
anchor_enumeration,868,869,9541991,9549101,7110,,,,,True
anchor_enumeration,869,870,9549101,9550391,1290,,,,,True
anchor_enumeration,870,871,9550391,9585881,35490,,,,,True
anchor_enumeration,871,872,9585881,9589421,3540,,,,,True
anchor_enumeration,872,873,9589421,9600551,11130,,,,,True
anchor_enumeration,873,874,9600551,9600581,30,,,,,True
anchor_enumeration,874,875,9600581,9617981,17400,,,,,True
anchor_enumeration,875,876,9617981,9627461,9480,,,,,True
anchor_enumeration,876,877,9627461,9640481,13020,,,,,True
anchor_enumeration,877,878,9640481,9721421,80940,,,,,True
anchor_enumeration,878,879,9721421,9723011,1590,,,,,True
anchor_enumeration,879,880,9723011,9725951,2940,,,,,True
anchor_enumeration,880,881,9725951,9733811,7860,,,,,True
anchor_enumeration,881,882,9733811,9739901,6090,,,,,True
anchor_enumeration,882,883,9739901,9743471,3570,,,,,True
anchor_enumeration,883,884,9743471,9744401,930,,,,,True
anchor_enumeration,884,885,9744401,9750071,5670,,,,,True
anchor_enumeration,885,886,9750071,9774461,24390,,,,,True
anchor_enumeration,886,887,9774461,9778031,3570,,,,,True
anchor_enumeration,887,888,9778031,9783881,5850,,,,,True
anchor_enumeration,888,889,9783881,9792701,8820,,,,,True
anchor_enumeration,889,890,9792701,9835751,43050,,,,,True
anchor_enumeration,890,891,9835751,9876101,40350,,,,,True
anchor_enumeration,891,892,9876101,9892031,15930,,,,,True
anchor_enumeration,892,893,9892031,9910751,18720,,,,,True
anchor_enumeration,893,894,9910751,9917051,6300,,,,,True
anchor_enumeration,894,895,9917051,9923981,6930,,,,,True
anchor_enumeration,895,896,9923981,9933611,9630,,,,,True
anchor_enumeration,896,897,9933611,9950201,16590,,,,,True
anchor_enumeration,897,898,9950201,9950531,330,,,,,True
anchor_enumeration,898,899,9950531,9973211,22680,,,,,True
anchor_enumeration,899,900,9973211,10013951,40740,,,,,True
anchor_enumeration,900,901,10013951,10018031,4080,,,,,True
anchor_enumeration,901,902,10018031,10035161,17130,,,,,True
anchor_enumeration,902,903,10035161,10037381,2220,,,,,True
anchor_enumeration,903,904,10037381,10039451,2070,,,,,True
anchor_enumeration,904,905,10039451,10054391,14940,,,,,True
anchor_enumeration,905,906,10054391,10059851,5460,,,,,True
anchor_enumeration,906,907,10059851,10079981,20130,,,,,True
anchor_enumeration,907,908,10079981,10109921,29940,,,,,True
anchor_enumeration,908,909,10109921,10119581,9660,,,,,True
anchor_enumeration,909,910,10119581,10120631,1050,,,,,True
anchor_enumeration,910,911,10120631,10134401,13770,,,,,True
anchor_enumeration,911,912,10134401,10152011,17610,,,,,True
anchor_enumeration,912,913,10152011,10161491,9480,,,,,True
anchor_enumeration,913,914,10161491,10187921,26430,,,,,True
anchor_enumeration,914,915,10187921,10190561,2640,,,,,True
anchor_enumeration,915,916,10190561,10192991,2430,,,,,True
anchor_enumeration,916,917,10192991,10226891,33900,,,,,True
anchor_enumeration,917,918,10226891,10230761,3870,,,,,True
anchor_enumeration,918,919,10230761,10247051,16290,,,,,True
anchor_enumeration,919,920,10247051,10264151,17100,,,,,True
anchor_enumeration,920,921,10264151,10337771,73620,,,,,True
anchor_enumeration,921,922,10337771,10344071,6300,,,,,True
anchor_enumeration,922,923,10344071,10364141,20070,,,,,True
anchor_enumeration,923,924,10364141,10368641,4500,,,,,True
anchor_enumeration,924,925,10368641,10373261,4620,,,,,True
anchor_enumeration,925,926,10373261,10381751,8490,,,,,True
anchor_enumeration,926,927,10381751,10440161,58410,,,,,True
anchor_enumeration,927,928,10440161,10468691,28530,,,,,True
anchor_enumeration,928,929,10468691,10471751,3060,,,,,True
anchor_enumeration,929,930,10471751,10483631,11880,,,,,True
anchor_enumeration,930,931,10483631,10485191,1560,,,,,True
anchor_enumeration,931,932,10485191,10504841,19650,,,,,True
anchor_enumeration,932,933,10504841,10509461,4620,,,,,True
anchor_enumeration,933,934,10509461,10526561,17100,,,,,True
