n,hit,time,location,orbit_min,profile_steps,geom2_distance,threshold,max_steps
3,True,2,1,1,64,0.718750,1,10000
913671,True,8,182941,1,64,0.187500,456835,10000
21,True,1,1,1,64,0.734375,10,10000
2401,True,14,343,1,64,0.109375,1200,10000
873709,True,1,327641,1,64,0.257812,436854,10000
9,True,6,1,1,64,0.687500,4,10000
1633,True,5,97,1,64,0.203125,816,10000
41,True,39,5,1,64,0.281250,20,10000
43047,True,5,20431,1,64,0.085938,21523,10000
83,True,36,23,1,64,0.265625,41,10000
921915,True,4,72925,1,64,0.093750,460957,10000
6231,True,3,2629,1,64,0.515625,3115,10000
80499,True,3,33961,1,64,0.296875,40249,10000
9,True,6,1,1,64,0.687500,4,10000
31,True,38,5,1,64,0.281250,15,10000
2703,True,10,1219,1,64,0.093750,1351,10000
13379,True,2,3763,1,64,0.578125,6689,10000
28951,True,3,6107,1,64,0.062500,14475,10000
41071,True,15,4391,1,64,0.093750,20535,10000
7,True,5,1,1,64,0.687500,3,10000
83211,True,3,35105,1,64,0.156250,41605,10000
59,True,4,19,1,64,0.625000,29,10000
5,True,1,1,1,64,0.734375,2,10000
295,True,8,119,1,64,0.515625,147,10000
58511,True,6,5207,1,64,0.218750,29255,10000
255819,True,3,26981,1,64,0.421875,127909,10000
1455,True,5,691,1,64,0.156250,727,10000
7553,True,3,3187,1,64,0.265625,3776,10000
427,True,8,43,1,64,0.578125,213,10000
9,True,6,1,1,64,0.687500,4,10000
13631,True,8,5459,1,64,0.078125,6815,10000
93,True,1,35,1,64,0.687500,46,10000
99,True,2,7,1,64,0.656250,49,10000
129693,True,1,48635,1,64,0.156250,64846,10000
9865,True,20,4007,1,64,0.449219,4932,10000
96057,True,6,34193,1,64,0.562500,48028,10000
165,True,1,31,1,64,0.265625,82,10000
233,True,24,61,1,64,0.390625,116,10000
99,True,2,7,1,64,0.656250,49,10000
97283,True,2,27361,1,64,0.078125,48641,10000
163485,True,1,61307,1,64,0.117188,81742,10000
25,True,3,11,1,64,0.671875,12,10000
35109,True,1,6583,1,64,0.140625,17554,10000
285,True,1,107,1,64,0.312500,142,10000
5,True,1,1,1,64,0.734375,2,10000
2695,True,4,853,1,64,0.685547,1347,10000
5,True,1,1,1,64,0.734375,2,10000
620647,True,13,235919,1,64,0.062500,310323,10000
849,True,2,239,1,64,0.515625,424,10000
4623,True,4,1463,1,64,0.062500,2311,10000
21615,True,11,913,1,64,0.140625,10807,10000
323257,True,4,102281,1,64,0.093750,161628,10000
2117,True,1,397,1,64,0.640625,1058,10000
106515,True,5,25277,1,64,0.093750,53257,10000
6223,True,5,1477,1,64,0.609375,3111,10000
2643,True,17,637,1,64,0.328125,1321,10000
5,True,1,1,1,64,0.734375,2,10000
5,True,1,1,1,64,0.734375,2,10000
13,True,1,5,1,64,0.718750,6,10000
190925,True,1,71597,1,64,0.226562,95462,10000
74519,True,3,15719,1,64,0.203125,37259,10000
969,True,4,307,1,64,0.578125,484,10000
529161,True,10,238393,1,64,0.452637,264580,10000
171,True,5,41,1,64,0.250000,85,10000
679287,True,4,214931,1,64,0.093750,339643,10000
844181,True,1,39571,1,64,0.468750,422090,10000
127969,True,9,38435,1,64,0.062500,63984,10000
7,True,5,1,1,64,0.687500,3,10000
21,True,1,1,1,64,0.734375,10,10000
6103,True,3,2575,1,64,0.093750,3051,10000
483893,True,1,45365,1,64,0.468750,241946,10000
125,True,1,47,1,64,0.281250,62,10000
25701,True,1,4819,1,64,0.210938,12850,10000
9,True,6,1,1,64,0.687500,4,10000
16819,True,3,887,1,64,0.468750,8409,10000
27,True,40,5,1,64,0.265625,13,10000
1271,True,5,151,1,64,0.655273,635,10000
12101,True,1,2269,1,64,0.453125,6050,10000
76879,True,5,4561,1,64,0.484375,38439,10000
38973,True,1,14615,1,64,0.562500,19486,10000
869,True,1,163,1,64,0.640625,434,10000
1043,True,5,31,1,64,0.218750,521,10000
165,True,1,31,1,64,0.265625,82,10000
2699,True,3,1139,1,64,0.531250,1349,10000
399383,True,3,84245,1,64,0.570312,199691,10000
287,True,7,77,1,64,0.578125,143,10000
355,True,2,25,1,64,0.640625,177,10000
468967,True,16,75205,1,64,0.093750,234483,10000
3309,True,1,1241,1,64,0.593750,1654,10000
6691,True,2,941,1,64,0.171875,3345,10000
5,True,1,1,1,64,0.734375,2,10000
201835,True,7,13471,1,64,0.388672,100917,10000
13,True,1,5,1,64,0.718750,6,10000
6625,True,6,2359,1,64,0.484375,3312,10000
77,True,1,29,1,64,0.671875,38,10000
781,True,1,293,1,64,0.218750,390,10000
3157,True,1,37,1,64,0.667969,1578,10000
1529,True,6,545,1,64,0.578125,764,10000
108495,True,6,9655,1,64,0.171875,54247,10000
55,True,37,23,1,64,0.250000,27,10000
17,True,2,5,1,64,0.718750,8,10000
13,True,1,5,1,64,0.718750,6,10000
816069,True,1,153013,1,64,0.093750,408034,10000
148985,True,6,53033,1,64,0.328125,74492,10000
589,True,1,221,1,64,0.234375,294,10000
1249,True,53,157,1,64,0.078125,624,10000
4753,True,2,1337,1,64,0.608398,2376,10000
11,True,3,5,1,64,0.703125,5,10000
15,True,4,5,1,64,0.671875,7,10000
84097,True,3,35479,1,64,0.164062,42048,10000
521,True,5,31,1,64,0.234375,260,10000
2151,True,30,197,1,64,0.359375,1075,10000
51,True,3,11,1,64,0.656250,25,10000
392665,True,3,20707,1,64,0.295898,196332,10000
175,True,23,61,1,64,0.390625,87,10000
5355,True,9,1609,1,64,0.437500,2677,10000
269,True,1,101,1,64,0.640625,134,10000
39831,True,3,4201,1,64,0.453125,19915,10000
23,True,3,5,1,64,0.687500,11,10000
663579,True,18,239429,1,64,0.062500,331789,10000
185,True,4,59,1,64,0.593750,92,10000
13,True,1,5,1,64,0.718750,6,10000
542987,True,3,229073,1,64,0.375000,271493,10000
4409,True,14,629,1,64,0.476562,2204,10000
391,True,4,31,1,64,0.234375,195,10000
187075,True,2,52615,1,64,0.445312,93537,10000
819,True,3,173,1,64,0.609375,409,10000
471,True,3,199,1,64,0.187500,235,10000
20857,True,11,881,1,64,0.148438,10428,10000
3259,True,8,653,1,64,0.562500,1629,10000
1729,True,3,365,1,64,0.328125,864,10000
2101,True,1,197,1,64,0.640625,1050,10000
41,True,39,5,1,64,0.281250,20,10000
7,True,5,1,1,64,0.687500,3,10000
29,True,1,11,1,64,0.687500,14,10000
77,True,1,29,1,64,0.671875,38,10000
35,True,2,5,1,64,0.703125,17,10000
18145,True,10,511,1,64,0.398438,9072,10000
1499,True,5,89,1,64,0.585938,749,10000
221867,True,5,105301,1,64,0.169922,110933,10000
139,True,3,59,1,64,0.593750,69,10000
463543,True,6,82501,1,64,0.312500,231771,10000
43,True,4,7,1,64,0.656250,21,10000
114243,True,2,32131,1,64,0.561523,57121,10000
20157,True,1,7559,1,64,0.179688,10078,10000
29227,True,4,289,1,64,0.636719,14613,10000
41,True,39,5,1,64,0.281250,20,10000
1827,True,2,257,1,64,0.234375,913,10000
22965,True,1,2153,1,64,0.445312,11482,10000
21,True,1,1,1,64,0.734375,10,10000
107,True,32,23,1,64,0.328125,53,10000
81965,True,1,30737,1,64,0.621094,40982,10000
15,True,4,5,1,64,0.671875,7,10000
2233,True,4,707,1,64,0.171875,1116,10000
1899,True,5,451,1,64,0.468750,949,10000
101,True,1,19,1,64,0.656250,50,10000
13,True,1,5,1,64,0.718750,6,10000
2949,True,1,553,1,64,0.171875,1474,10000
19,True,5,5,1,64,0.671875,9,10000
53,True,1,5,1,64,0.718750,26,10000
51,True,3,11,1,64,0.656250,25,10000
16347,True,5,7759,1,64,0.062500,8173,10000
991,True,17,239,1,64,0.343750,495,10000
627,True,3,265,1,64,0.187500,313,10000
195,True,2,55,1,64,0.218750,97,10000
617191,True,13,234605,1,64,0.062500,308595,10000
37,True,1,7,1,64,0.671875,18,10000
7,True,5,1,1,64,0.687500,3,10000
5,True,1,1,1,64,0.734375,2,10000
57663,True,30,21091,1,64,0.136719,28831,10000
1557,True,1,73,1,64,0.234375,778,10000
13,True,1,5,1,64,0.718750,6,10000
610983,True,22,279011,1,64,0.117188,305491,10000
1217,True,3,257,1,64,0.250000,608,10000
78653,True,1,29495,1,64,0.281250,39326,10000
571,True,4,181,1,64,0.656250,285,10000
79,True,5,19,1,64,0.593750,39,10000
123,True,5,59,1,64,0.578125,61,10000
2067,True,5,491,1,64,0.109375,1033,10000
5,True,1,1,1,64,0.734375,2,10000
153,True,3,65,1,64,0.640625,76,10000
11731,True,8,4699,1,64,0.374023,5865,10000
1731,True,2,487,1,64,0.093750,865,10000
183,True,28,61,1,64,0.328125,91,10000
80617,True,8,8071,1,64,0.375000,40308,10000
6091,True,3,1285,1,64,0.656250,3045,10000
11019,True,3,4649,1,64,0.218750,5509,10000
44427,True,3,18743,1,64,0.117188,22213,10000
37,True,1,7,1,64,0.671875,18,10000
5,True,1,1,1,64,0.734375,2,10000
39,True,5,19,1,64,0.609375,19,10000
126793,True,5,30089,1,64,0.296875,63396,10000
380119,True,3,160363,1,64,0.139648,190059,10000
4525,True,1,1697,1,64,0.655273,2262,10000
6599,True,19,1787,1,64,0.405273,3299,10000
1063,True,5,505,1,64,0.500000,531,10000
191395,True,2,26915,1,64,0.140625,95697,10000
433,True,2,61,1,64,0.656250,216,10000
9,True,6,1,1,64,0.687500,4,10000
291,True,2,41,1,64,0.250000,145,10000
4653,True,1,1745,1,64,0.140625,2326,10000
1151,True,9,173,1,64,0.554688,575,10000
281,True,3,119,1,64,0.578125,140,10000
86393,True,17,10391,1,64,0.123047,43196,10000
281,True,3,119,1,64,0.578125,140,10000
23653,True,1,4435,1,64,0.429688,11826,10000
765,True,1,287,1,64,0.562500,382,10000
742067,True,3,78265,1,64,0.054688,371033,10000
6017,True,3,2539,1,64,0.109375,3008,10000
4449,True,8,1783,1,64,0.561523,2224,10000
62315,True,5,3697,1,64,0.617188,31157,10000
58595,True,2,515,1,64,0.216797,29297,10000
56207,True,5,26677,1,64,0.601562,28103,10000
131949,True,1,49481,1,64,0.343750,65974,10000
1663,True,15,89,1,64,0.460938,831,10000
55791,True,18,20131,1,64,0.406006,27895,10000
207,True,26,61,1,64,0.343750,103,10000
93,True,1,35,1,64,0.687500,46,10000
17,True,2,5,1,64,0.718750,8,10000
47795,True,3,5041,1,64,0.593750,23897,10000
407131,True,8,163037,1,64,0.375000,203565,10000
27,True,40,5,1,64,0.265625,13,10000
2425,True,39,1067,1,64,0.093750,1212,10000
205,True,1,77,1,64,0.656250,102,10000
12039,True,6,2143,1,64,0.078125,6019,10000
123,True,5,59,1,64,0.578125,61,10000
7263,True,23,2489,1,64,0.359375,3631,10000
13,True,1,5,1,64,0.718750,6,10000
714509,True,1,267941,1,64,0.070312,357254,10000
23571,True,5,2797,1,64,0.421875,11785,10000
86099,True,13,32729,1,64,0.398438,43049,10000
985,True,3,13,1,64,0.699219,492,10000
276291,True,2,77707,1,64,0.484375,138145,10000
7,True,5,1,1,64,0.687500,3,10000
8817,True,2,155,1,64,0.367188,4408,10000
303,True,8,61,1,64,0.609375,151,10000
63,True,35,23,1,64,0.250000,31,10000
18439,True,5,547,1,64,0.578125,9219,10000
251,True,17,61,1,64,0.468750,125,10000
7,True,5,1,1,64,0.687500,3,10000
205321,True,5,12181,1,64,0.609375,102660,10000
8433,True,2,593,1,64,0.421875,4216,10000
5301,True,1,497,1,64,0.687500,2650,10000
167,True,18,61,1,64,0.453125,83,10000
57,True,5,7,1,64,0.656250,28,10000
7,True,5,1,1,64,0.687500,3,10000
79091,True,3,33367,1,64,0.342773,39545,10000
557,True,1,209,1,64,0.593750,278,10000
3965,True,1,1487,1,64,0.343750,1982,10000
8429,True,1,3161,1,64,0.085938,4214,10000
113,True,2,1,1,64,0.746094,56,10000
57,True,5,7,1,64,0.656250,28,10000
961,True,3,203,1,64,0.609375,480,10000
12385,True,5,5879,1,64,0.398438,6192,10000
176961,True,3,2333,1,64,0.660156,88480,10000
442823,True,7,29555,1,64,0.453125,221411,10000
7615,True,12,965,1,64,0.544922,3807,10000
9583,True,29,4675,1,64,0.234375,4791,10000
11,True,3,5,1,64,0.703125,5,10000
603889,True,2,42461,1,64,0.085938,301944,10000
103,True,27,23,1,64,0.359375,51,10000
581,True,1,109,1,64,0.250000,290,10000
187,True,8,19,1,64,0.562500,93,10000
21,True,1,1,1,64,0.734375,10,10000
2745,True,4,869,1,64,0.609375,1372,10000
713,True,4,113,1,64,0.699219,356,10000
345,True,3,73,1,64,0.218750,172,10000
13433,True,10,6053,1,64,0.437500,6716,10000
17879,True,3,7543,1,64,0.210938,8939,10000
7,True,5,1,1,64,0.687500,3,10000
50399,True,8,20183,1,64,0.498047,25199,10000
13,True,1,5,1,64,0.718750,6,10000
7755,True,3,409,1,64,0.593750,3877,10000
39,True,5,19,1,64,0.609375,19,10000
787,True,6,281,1,64,0.500000,393,10000
11149,True,1,4181,1,64,0.652344,5574,10000
555,True,4,11,1,64,0.679688,277,10000
1607,True,17,97,1,64,0.093750,803,10000
9,True,6,1,1,64,0.687500,4,10000
62093,True,1,23285,1,64,0.140625,31046,10000
21081,True,3,4447,1,64,0.156250,10540,10000
33,True,4,11,1,64,0.671875,16,10000
81555,True,4,25805,1,64,0.453125,40777,10000
3,True,2,1,1,64,0.718750,1,10000
80233,True,5,595,1,64,0.358398,40116,10000
29,True,1,11,1,64,0.687500,14,10000
5437,True,1,2039,1,64,0.531250,2718,10000
73553,True,2,20687,1,64,0.421875,36776,10000
69,True,1,13,1,64,0.703125,34,10000
99,True,2,7,1,64,0.656250,49,10000
79,True,5,19,1,64,0.593750,39,10000
3189,True,1,299,1,64,0.218750,1594,10000
4511,True,43,157,1,64,0.078125,2255,10000
547921,True,2,154103,1,64,0.062500,273960,10000
16843,True,3,3553,1,64,0.523438,8421,10000
2027,True,11,343,1,64,0.125000,1013,10000
7975,True,9,599,1,64,0.093750,3987,10000
49,True,2,7,1,64,0.671875,24,10000
167,True,18,61,1,64,0.453125,83,10000
213535,True,8,85511,1,64,0.093750,106767,10000
374027,True,3,157793,1,64,0.093750,187013,10000
929,True,5,221,1,64,0.218750,464,10000
4867,True,2,1369,1,64,0.593750,2433,10000
9091,True,2,2557,1,64,0.140625,4545,10000
11865,True,3,2503,1,64,0.530273,5932,10000
3829,True,1,359,1,64,0.531250,1914,10000
73,True,38,23,1,64,0.250000,36,10000
23299,True,2,6553,1,64,0.156250,11649,10000
1899,True,5,451,1,64,0.468750,949,10000
22479,True,6,4001,1,64,0.558594,11239,10000
2433,True,3,1027,1,64,0.625000,1216,10000
2133,True,1,25,1,64,0.667969,1066,10000
29,True,1,11,1,64,0.687500,14,10000
149,True,1,7,1,64,0.671875,74,10000
35975,True,4,11383,1,64,0.093750,17987,10000
1513,True,9,455,1,64,0.531250,756,10000
381,True,1,143,1,64,0.265625,190,10000
99453,True,1,37295,1,64,0.515625,49726,10000
66239,True,20,3361,1,64,0.371094,33119,10000
152311,True,5,72289,1,64,0.390625,76155,10000
269,True,1,101,1,64,0.640625,134,10000
200261,True,1,37549,1,64,0.546875,100130,10000
907507,True,3,382855,1,64,0.544922,453753,10000
3,True,2,1,1,64,0.718750,1,10000
1003,True,9,151,1,64,0.624023,501,10000
181315,True,2,50995,1,64,0.437500,90657,10000
5185,True,3,547,1,64,0.625000,2592,10000
343,True,3,145,1,64,0.218750,171,10000
335,True,18,61,1,64,0.437500,167,10000
13,True,1,5,1,64,0.718750,6,10000
527,True,4,167,1,64,0.390625,263,10000
1113,True,3,235,1,64,0.187500,556,10000
7,True,5,1,1,64,0.687500,3,10000
64455,True,29,31433,1,64,0.078125,32227,10000
45,True,1,17,1,64,0.703125,22,10000
242167,True,19,32767,1,64,0.108398,121083,10000
79,True,5,19,1,64,0.593750,39,10000
9,True,6,1,1,64,0.687500,4,10000
45777,True,2,12875,1,64,0.500000,22888,10000
3791,True,15,811,1,64,0.062500,1895,10000
51,True,3,11,1,64,0.656250,25,10000
3,True,2,1,1,64,0.718750,1,10000
8441,True,5,4007,1,64,0.605469,4220,10000
784987,True,8,157175,1,64,0.281250,392493,10000
841641,True,17,202451,1,64,0.140625,420820,10000
3191,True,4,505,1,64,0.500000,1595,10000
5001,True,17,301,1,64,0.574219,2500,10000
681,True,12,173,1,64,0.523438,340,10000
5219,True,2,367,1,64,0.531250,2609,10000
807,True,15,173,1,64,0.476562,403,10000
57,True,5,7,1,64,0.656250,28,10000
391471,True,8,78383,1,64,0.140625,195735,10000
5,True,1,1,1,64,0.734375,2,10000
791513,True,3,10435,1,64,0.105469,395756,10000
46277,True,1,8677,1,64,0.453125,23138,10000
227147,True,3,23957,1,64,0.531250,113573,10000
63,True,35,23,1,64,0.250000,31,10000
403485,True,1,151307,1,64,0.359375,201742,10000
87,True,3,37,1,64,0.625000,43,10000
131,True,2,37,1,64,0.640625,65,10000
766195,True,3,323239,1,64,0.105469,383097,10000
245379,True,2,69013,1,64,0.546875,122689,10000
263,True,22,61,1,64,0.406250,131,10000
61041,True,2,1073,1,64,0.694336,30520,10000
59,True,4,19,1,64,0.625000,29,10000
3,True,2,1,1,64,0.718750,1,10000
68049,True,2,19139,1,64,0.437500,34024,10000
125693,True,1,47135,1,64,0.358398,62846,10000
561,True,2,79,1,64,0.578125,280,10000
5,True,1,1,1,64,0.734375,2,10000
149,True,1,7,1,64,0.671875,74,10000
367857,True,2,25865,1,64,0.421875,183928,10000
241,True,2,17,1,64,0.703125,120,10000
237,True,1,89,1,64,0.625000,118,10000
44899,True,2,3157,1,64,0.636719,22449,10000
266803,True,3,56279,1,64,0.078125,133401,10000
7,True,5,1,1,64,0.687500,3,10000
1499,True,5,89,1,64,0.585938,749,10000
7,True,5,1,1,64,0.687500,3,10000
41225,True,6,14675,1,64,0.085938,20612,10000
2125,True,1,797,1,64,0.203125,1062,10000
13,True,1,5,1,64,0.718750,6,10000
17,True,2,5,1,64,0.718750,8,10000
1527,True,12,97,1,64,0.125000,763,10000
489,True,7,131,1,64,0.562500,244,10000
81,True,2,23,1,64,0.671875,40,10000
334179,True,2,23497,1,64,0.546875,167089,10000
23241,True,4,3677,1,64,0.156250,11620,10000
83,True,36,23,1,64,0.265625,41,10000
78439,True,7,20941,1,64,0.343750,39219,10000
516261,True,1,96799,1,64,0.398438,258130,10000
55,True,37,23,1,64,0.250000,27,10000
41,True,39,5,1,64,0.281250,20,10000
1239,True,3,523,1,64,0.171875,619,10000
43,True,4,7,1,64,0.656250,21,10000
57,True,5,7,1,64,0.656250,28,10000
777,True,7,13,1,64,0.667969,388,10000
93,True,1,35,1,64,0.687500,46,10000
63,True,35,23,1,64,0.250000,31,10000
827,True,4,131,1,64,0.593750,413,10000
360885,True,1,33833,1,64,0.496094,180442,10000
4381,True,1,1643,1,64,0.468750,2190,10000
131,True,2,37,1,64,0.640625,65,10000
5227,True,7,349,1,64,0.562500,2613,10000
79,True,5,19,1,64,0.593750,39,10000
291299,True,2,10241,1,64,0.085938,145649,10000
530563,True,2,149221,1,64,0.281250,265281,10000
6299,True,7,841,1,64,0.546875,3149,10000
999539,True,3,421681,1,64,0.062500,499769,10000
11061,True,1,1037,1,64,0.203125,5530,10000
1575,True,5,187,1,64,0.500000,787,10000
293369,True,9,88111,1,64,0.117188,146684,10000
13,True,1,5,1,64,0.718750,6,10000
273,True,2,77,1,64,0.656250,136,10000
384547,True,2,54077,1,64,0.453125,192273,10000
287,True,7,77,1,64,0.578125,143,10000
9,True,6,1,1,64,0.687500,4,10000
95,True,34,23,1,64,0.265625,47,10000
383353,True,13,18215,1,64,0.195312,191676,10000
5,True,1,1,1,64,0.734375,2,10000
9831,True,26,1421,1,64,0.296875,4915,10000
21933,True,1,8225,1,64,0.281250,10966,10000
12239,True,6,4357,1,64,0.531250,6119,10000
35,True,2,5,1,64,0.703125,17,10000
813957,True,1,152617,1,64,0.382812,406978,10000
23,True,3,5,1,64,0.687500,11,10000
3245,True,1,1217,1,64,0.234375,1622,10000
49,True,2,7,1,64,0.671875,24,10000
956457,True,13,181783,1,64,0.452637,478228,10000
7,True,5,1,1,64,0.687500,3,10000
98493,True,1,36935,1,64,0.476562,49246,10000
1179,True,10,133,1,64,0.562500,589,10000
369,True,2,13,1,64,0.703125,184,10000
86543,True,4,27383,1,64,0.109375,43271,10000
641613,True,1,240605,1,64,0.545898,320806,10000
33,True,4,11,1,64,0.671875,16,10000
151,True,3,1,1,64,0.717773,75,10000
1045,True,1,49,1,64,0.656250,522,10000
117183,True,41,28963,1,64,0.171875,58591,10000
57,True,5,7,1,64,0.656250,28,10000
14079,True,16,1129,1,64,0.467773,7039,10000
23,True,3,5,1,64,0.687500,11,10000
11,True,3,5,1,64,0.703125,5,10000
5,True,1,1,1,64,0.734375,2,10000
660635,True,8,264553,1,64,0.148438,330317,10000
5,True,1,1,1,64,0.734375,2,10000
1143,True,4,181,1,64,0.640625,571,10000
401,True,2,113,1,64,0.730469,200,10000
4571,True,5,1085,1,64,0.531250,2285,10000
12827,True,9,3853,1,64,0.453125,6413,10000
23689,True,10,10673,1,64,0.421875,11844,10000
2179,True,2,613,1,64,0.593750,1089,10000
4885,True,1,229,1,64,0.625000,2442,10000
445511,True,9,133805,1,64,0.062500,222755,10000
6667,True,3,2813,1,64,0.078125,3333,10000
7,True,5,1,1,64,0.687500,3,10000
511,True,11,173,1,64,0.523438,255,10000
283413,True,1,13285,1,64,0.312500,141706,10000
129,True,3,55,1,64,0.250000,64,10000
7,True,5,1,1,64,0.687500,3,10000
317807,True,6,56563,1,64,0.109375,158903,10000
29451,True,3,12425,1,64,0.375000,14725,10000
5,True,1,1,1,64,0.734375,2,10000
300647,True,19,81359,1,64,0.078125,150323,10000
9641,True,12,611,1,64,0.500000,4820,10000
11,True,3,5,1,64,0.703125,5,10000
1207,True,10,545,1,64,0.515625,603,10000
33,True,4,11,1,64,0.671875,16,10000
72565,True,1,6803,1,64,0.382812,36282,10000
25663,True,11,271,1,64,0.449219,12831,10000
1005,True,1,377,1,64,0.468750,502,10000
528945,True,2,74383,1,64,0.054688,264472,10000
107871,True,5,51197,1,64,0.046875,53935,10000
1029,True,1,193,1,64,0.250000,514,10000
10409,True,14,371,1,64,0.404297,5204,10000
285329,True,2,80249,1,64,0.123047,142664,10000
27,True,40,5,1,64,0.265625,13,10000
171,True,5,41,1,64,0.250000,85,10000
135225,True,5,16045,1,64,0.125000,67612,10000
153,True,3,65,1,64,0.640625,76,10000
23,True,3,5,1,64,0.687500,11,10000
2145,True,5,1019,1,64,0.515625,1072,10000
4915,True,3,1037,1,64,0.171875,2457,10000
236349,True,1,88631,1,64,0.343750,118174,10000
33973,True,1,3185,1,64,0.670898,16986,10000
53,True,1,5,1,64,0.718750,26,10000
12279,True,11,2075,1,64,0.242188,6139,10000
213,True,1,5,1,64,0.726562,106,10000
465,True,2,131,1,64,0.625000,232,10000
23,True,3,5,1,64,0.687500,11,10000
97,True,5,47,1,64,0.250000,48,10000
7,True,5,1,1,64,0.687500,3,10000
17,True,2,5,1,64,0.718750,8,10000
5,True,1,1,1,64,0.734375,2,10000
67,True,2,19,1,64,0.640625,33,10000
213,True,1,5,1,64,0.726562,106,10000
1209,True,4,383,1,64,0.515625,604,10000
15451,True,8,1547,1,64,0.539062,7725,10000
19,True,5,5,1,64,0.671875,9,10000
421,True,1,79,1,64,0.578125,210,10000
35447,True,4,701,1,64,0.335938,17723,10000
5,True,1,1,1,64,0.734375,2,10000
17,True,2,5,1,64,0.718750,8,10000
5,True,1,1,1,64,0.734375,2,10000
2409,True,5,143,1,64,0.226562,1204,10000
79,True,5,19,1,64,0.593750,39,10000
113653,True,1,10655,1,64,0.125000,56826,10000
19,True,5,5,1,64,0.671875,9,10000
2887,True,14,103,1,64,0.234375,1443,10000
433573,True,1,81295,1,64,0.062500,216786,10000
113543,True,4,17963,1,64,0.562500,56771,10000
993,True,13,379,1,64,0.453125,496,10000
66883,True,2,18811,1,64,0.343750,33441,10000
3,True,2,1,1,64,0.718750,1,10000
643,True,2,181,1,64,0.671875,321,10000
47,True,34,23,1,64,0.296875,23,10000
17,True,2,5,1,64,0.718750,8,10000
335383,True,3,70745,1,64,0.390625,167691,10000
537731,True,2,151237,1,64,0.515625,268865,10000
90731,True,6,32297,1,64,0.296875,45365,10000
993187,True,2,139667,1,64,0.136719,496593,10000
521959,True,33,10067,1,64,0.076172,260979,10000
2323,True,23,797,1,64,0.109375,1161,10000
9,True,6,1,1,64,0.687500,4,10000
19687,True,10,4435,1,64,0.367188,9843,10000
11263,True,30,515,1,64,0.148438,5631,10000
189,True,1,71,1,64,0.296875,94,10000
1861,True,1,349,1,64,0.609375,930,10000
49,True,2,7,1,64,0.671875,24,10000
3347,True,13,637,1,64,0.390625,1673,10000
5,True,1,1,1,64,0.734375,2,10000
693,True,1,65,1,64,0.656250,346,10000
47,True,34,23,1,64,0.296875,23,10000
13791,True,13,5243,1,64,0.421875,6895,10000
2337,True,4,185,1,64,0.562500,1168,10000
757,True,1,71,1,64,0.296875,378,10000
101421,True,1,38033,1,64,0.093750,50710,10000
15769,True,3,6653,1,64,0.429688,7884,10000
1207,True,10,545,1,64,0.515625,603,10000
83,True,36,23,1,64,0.265625,41,10000
5,True,1,1,1,64,0.734375,2,10000
63,True,35,23,1,64,0.250000,31,10000
2441,True,9,367,1,64,0.468750,1220,10000
600445,True,1,225167,1,64,0.436523,300222,10000
63107,True,2,17749,1,64,0.687256,31553,10000
9587,True,3,4045,1,64,0.515625,4793,10000
69,True,1,13,1,64,0.703125,34,10000
5,True,1,1,1,64,0.734375,2,10000
21,True,1,1,1,64,0.734375,10,10000
13101,True,1,4913,1,64,0.187500,6550,10000
95,True,34,23,1,64,0.265625,47,10000
999,True,6,89,1,64,0.570312,499,10000
13,True,1,5,1,64,0.718750,6,10000
15553,True,3,3281,1,64,0.453125,7776,10000
235,True,8,95,1,64,0.203125,117,10000
2531,True,2,89,1,64,0.617188,1265,10000
7,True,5,1,1,64,0.687500,3,10000
155,True,25,61,1,64,0.375000,77,10000
11,True,3,5,1,64,0.703125,5,10000
5,True,1,1,1,64,0.734375,2,10000
581187,True,2,163459,1,64,0.046875,290593,10000
20533,True,1,1925,1,64,0.562500,10266,10000
1941,True,1,91,1,64,0.328125,970,10000
10329,True,3,2179,1,64,0.578125,5164,10000
23,True,3,5,1,64,0.687500,11,10000
15,True,4,5,1,64,0.671875,7,10000
3263,True,11,1103,1,64,0.421875,1631,10000
86511,True,17,10405,1,64,0.117188,43255,10000
347421,True,1,130283,1,64,0.343750,173710,10000
9,True,6,1,1,64,0.687500,4,10000
5,True,1,1,1,64,0.734375,2,10000
91,True,29,23,1,64,0.343750,45,10000
240547,True,2,33827,1,64,0.359375,120273,10000
51,True,3,11,1,64,0.656250,25,10000
39,True,5,19,1,64,0.609375,19,10000
118501,True,1,22219,1,64,0.109375,59250,10000
5,True,1,1,1,64,0.734375,2,10000
7899,True,8,791,1,64,0.328125,3949,10000
27295,True,11,9223,1,64,0.437500,13647,10000
513827,True,2,72257,1,64,0.562500,256913,10000
91,True,29,23,1,64,0.343750,45,10000
8045,True,1,3017,1,64,0.608398,4022,10000
1355,True,3,143,1,64,0.250000,677,10000
27191,True,11,2297,1,64,0.414062,13595,10000
25,True,3,11,1,64,0.671875,12,10000
13,True,1,5,1,64,0.718750,6,10000
241,True,2,17,1,64,0.703125,120,10000
21,True,1,1,1,64,0.734375,10,10000
51,True,3,11,1,64,0.656250,25,10000
704293,True,1,132055,1,64,0.453125,352146,10000
77,True,1,29,1,64,0.671875,38,10000
427,True,8,43,1,64,0.578125,213,10000
19107,True,2,2687,1,64,0.320312,9553,10000
1433,True,3,605,1,64,0.686523,716,10000
2775,True,3,1171,1,64,0.468750,1387,10000
5,True,1,1,1,64,0.734375,2,10000
