n,hit,time,location,orbit_min,profile_steps,geom2_distance,threshold,max_steps
9221,True,1,1729,1,64,0.312500,4610,10000
502657,True,3,212059,1,64,0.066406,251328,10000
7,True,5,1,1,64,0.687500,3,10000
1397,True,1,131,1,64,0.625000,698,10000
5,True,1,1,1,64,0.734375,2,10000
25,True,3,11,1,64,0.671875,12,10000
39,True,5,19,1,64,0.609375,19,10000
64689,True,2,9097,1,64,0.296875,32344,10000
233,True,24,61,1,64,0.390625,116,10000
249,True,5,119,1,64,0.562500,124,10000
13,True,1,5,1,64,0.718750,6,10000
171,True,5,41,1,64,0.250000,85,10000
155603,True,10,35051,1,64,0.445312,77801,10000
4249,True,3,1793,1,64,0.265625,2124,10000
23891,True,44,623,1,64,0.132812,11945,10000
119357,True,1,44759,1,64,0.312500,59678,10000
771445,True,1,72323,1,64,0.608398,385722,10000
70941,True,1,26603,1,64,0.296875,35470,10000
11,True,3,5,1,64,0.703125,5,10000
639259,True,20,129743,1,64,0.105469,319629,10000
97,True,5,47,1,64,0.250000,48,10000
574567,True,39,126227,1,64,0.085938,287283,10000
25,True,3,11,1,64,0.671875,12,10000
143,True,32,61,1,64,0.281250,71,10000
19,True,5,5,1,64,0.671875,9,10000
365481,True,10,164653,1,64,0.234375,182740,10000
303579,True,5,72041,1,64,0.371094,151789,10000
881903,True,25,42475,1,64,0.152344,440951,10000
31,True,38,5,1,64,0.281250,15,10000
21641,True,20,4393,1,64,0.121094,10820,10000
229,True,1,43,1,64,0.640625,114,10000
31,True,38,5,1,64,0.281250,15,10000
179,True,3,19,1,64,0.625000,89,10000
255,True,9,77,1,64,0.531250,127,10000
49,True,2,7,1,64,0.671875,24,10000
21,True,1,1,1,64,0.734375,10,10000
227703,True,4,72047,1,64,0.453125,113851,10000
123029,True,1,5767,1,64,0.562500,61514,10000
821673,True,8,329041,1,64,0.078125,410836,10000
19,True,5,5,1,64,0.671875,9,10000
1401,True,17,169,1,64,0.359375,700,10000
14507,True,5,3443,1,64,0.546875,7253,10000
415997,True,1,155999,1,64,0.093750,207998,10000
1721,True,4,545,1,64,0.593750,860,10000
15,True,4,5,1,64,0.671875,7,10000
6157,True,1,2309,1,64,0.625000,3078,10000
11,True,3,5,1,64,0.703125,5,10000
169221,True,1,31729,1,64,0.359375,84610,10000
11761,True,2,827,1,64,0.578125,5880,10000
237,True,1,89,1,64,0.625000,118,10000
41,True,39,5,1,64,0.281250,20,10000
119,True,4,19,1,64,0.609375,59,10000
17,True,2,5,1,64,0.718750,8,10000
127417,True,4,10079,1,64,0.138672,63708,10000
63,True,35,23,1,64,0.250000,31,10000
131,True,2,37,1,64,0.640625,65,10000
105,True,6,19,1,64,0.593750,52,10000
1297,True,2,365,1,64,0.328125,648,10000
653,True,1,245,1,64,0.656250,326,10000
39971,True,2,5621,1,64,0.375000,19985,10000
21617,True,2,95,1,64,0.263672,10808,10000
1997,True,1,749,1,64,0.546875,998,10000
549685,True,1,51533,1,64,0.179688,274842,10000
1093,True,1,205,1,64,0.640625,546,10000
32981,True,1,773,1,64,0.242188,16490,10000
13467,True,10,1517,1,64,0.453125,6733,10000
279999,True,25,107885,1,64,0.062500,139999,10000
145,True,2,41,1,64,0.265625,72,10000
29,True,1,11,1,64,0.687500,14,10000
535,True,3,113,1,64,0.699219,267,10000
16901,True,1,3169,1,64,0.577148,8450,10000
69,True,1,13,1,64,0.703125,34,10000
10015,True,7,1337,1,64,0.530273,5007,10000
47,True,34,23,1,64,0.296875,23,10000
4071,True,8,1631,1,64,0.078125,2035,10000
53,True,1,5,1,64,0.718750,26,10000
986545,True,2,138733,1,64,0.046875,493272,10000
975,True,12,31,1,64,0.109375,487,10000
64911,True,5,3851,1,64,0.109375,32455,10000
77,True,1,29,1,64,0.671875,38,10000
312811,True,14,89179,1,64,0.171875,156405,10000
13715,True,4,1085,1,64,0.531250,6857,10000
71,True,33,23,1,64,0.312500,35,10000
31,True,38,5,1,64,0.281250,15,10000
917,True,1,43,1,64,0.640625,458,10000
29,True,1,11,1,64,0.687500,14,10000
53525,True,1,2509,1,64,0.171875,26762,10000
7,True,5,1,1,64,0.687500,3,10000
17,True,2,5,1,64,0.718750,8,10000
7927,True,5,3763,1,64,0.562500,3963,10000
101,True,1,19,1,64,0.656250,50,10000
896601,True,3,189127,1,64,0.250000,448300,10000
75,True,3,1,1,64,0.730469,37,10000
79,True,5,19,1,64,0.593750,39,10000
5,True,1,1,1,64,0.734375,2,10000
223229,True,1,83711,1,64,0.054688,111614,10000
2587,True,7,691,1,64,0.109375,1293,10000
2817,True,3,1189,1,64,0.406250,1408,10000
5,True,1,1,1,64,0.734375,2,10000
119845,True,1,22471,1,64,0.093750,59922,10000
17373,True,1,6515,1,64,0.546875,8686,10000
3425,True,6,305,1,64,0.593750,1712,10000
32791,True,3,6917,1,64,0.265625,16395,10000
28491,True,3,3005,1,64,0.085938,14245,10000
608775,True,5,288931,1,64,0.343750,304387,10000
855,True,3,361,1,64,0.546875,427,10000
89651,True,3,18911,1,64,0.046875,44825,10000
124693,True,1,5845,1,64,0.335938,62346,10000
116339,True,3,49081,1,64,0.277344,58169,10000
93,True,1,35,1,64,0.687500,46,10000
307099,True,7,40993,1,64,0.500000,153549,10000
31747,True,2,8929,1,64,0.328125,15873,10000
208069,True,1,39013,1,64,0.218750,104034,10000
683,True,5,325,1,64,0.640625,341,10000
107855,True,14,30749,1,64,0.453125,53927,10000
241,True,2,17,1,64,0.703125,120,10000
2997,True,1,281,1,64,0.562500,1498,10000
13,True,1,5,1,64,0.718750,6,10000
287,True,7,77,1,64,0.578125,143,10000
59,True,4,19,1,64,0.625000,29,10000
679,True,10,307,1,64,0.546875,339,10000
861,True,1,323,1,64,0.296875,430,10000
37,True,1,7,1,64,0.671875,18,10000
197,True,1,37,1,64,0.656250,98,10000
601,True,3,127,1,64,0.515625,300,10000
11,True,3,5,1,64,0.703125,5,10000
175,True,23,61,1,64,0.390625,87,10000
13,True,1,5,1,64,0.718750,6,10000
963737,True,3,406577,1,64,0.132812,481868,10000
4557,True,1,1709,1,64,0.562500,2278,10000
557203,True,4,176303,1,64,0.078125,278601,10000
1199,True,8,481,1,64,0.500000,599,10000
15,True,4,5,1,64,0.671875,7,10000
52939,True,3,11167,1,64,0.468750,26469,10000
745025,True,3,78577,1,64,0.187500,372512,10000
23,True,3,5,1,64,0.687500,11,10000
69,True,1,13,1,64,0.703125,34,10000
7,True,5,1,1,64,0.687500,3,10000
371709,True,1,139391,1,64,0.171875,185854,10000
7,True,5,1,1,64,0.687500,3,10000
11,True,3,5,1,64,0.703125,5,10000
12335,True,15,1319,1,64,0.093750,6167,10000
43,True,4,7,1,64,0.656250,21,10000
25663,True,11,271,1,64,0.449219,12831,10000
29169,True,2,2051,1,64,0.609375,14584,10000
4641,True,4,1469,1,64,0.531250,2320,10000
4905,True,7,655,1,64,0.093750,2452,10000
2963,True,4,469,1,64,0.632812,1481,10000
34217,True,8,13703,1,64,0.449219,17108,10000
1073,True,2,151,1,64,0.702148,536,10000
69,True,1,13,1,64,0.703125,34,10000
70949,True,1,13303,1,64,0.592773,35474,10000
7,True,5,1,1,64,0.687500,3,10000
11243,True,7,1501,1,64,0.468750,5621,10000
35587,True,2,10009,1,64,0.101562,17793,10000
3,True,2,1,1,64,0.718750,1,10000
315,True,4,25,1,64,0.625000,157,10000
21097,True,9,6337,1,64,0.499023,10548,10000
43633,True,2,767,1,64,0.539062,21816,10000
1495,True,3,631,1,64,0.562500,747,10000
189,True,1,71,1,64,0.296875,94,10000
153,True,3,65,1,64,0.640625,76,10000
3059,True,3,1291,1,64,0.562500,1529,10000
303219,True,3,127921,1,64,0.546875,151609,10000
29,True,1,11,1,64,0.687500,14,10000
876701,True,1,328763,1,64,0.046875,438350,10000
17097,True,4,2705,1,64,0.593750,8548,10000
9,True,6,1,1,64,0.687500,4,10000
911,True,5,433,1,64,0.593750,455,10000
33,True,4,11,1,64,0.671875,16,10000
707,True,2,199,1,64,0.203125,353,10000
1751,True,3,739,1,64,0.652344,875,10000
16953,True,5,8047,1,64,0.589844,8476,10000
74165,True,1,6953,1,64,0.390625,37082,10000
15,True,4,5,1,64,0.671875,7,10000
150139,True,5,35629,1,64,0.312500,75069,10000
365,True,1,137,1,64,0.343750,182,10000
121,True,30,23,1,64,0.343750,60,10000
51,True,3,11,1,64,0.656250,25,10000
3,True,2,1,1,64,0.718750,1,10000
73,True,38,23,1,64,0.250000,36,10000
87,True,3,37,1,64,0.625000,43,10000
85071,True,5,5047,1,64,0.062500,42535,10000
23605,True,1,2213,1,64,0.171875,11802,10000
207079,True,13,78715,1,64,0.070312,103539,10000
802547,True,3,338575,1,64,0.093750,401273,10000
7,True,5,1,1,64,0.687500,3,10000
5,True,1,1,1,64,0.734375,2,10000
1105,True,2,311,1,64,0.343750,552,10000
10893,True,1,4085,1,64,0.515625,5446,10000
17103,True,10,3853,1,64,0.421875,8551,10000
20835,True,2,1465,1,64,0.632812,10417,10000
1629,True,1,611,1,64,0.609375,814,10000
2751,True,29,1343,1,64,0.070312,1375,10000
27,True,40,5,1,64,0.265625,13,10000
131,True,2,37,1,64,0.640625,65,10000
11,True,3,5,1,64,0.703125,5,10000
29,True,1,11,1,64,0.687500,14,10000
295,True,8,119,1,64,0.515625,147,10000
22309,True,1,4183,1,64,0.593750,11154,10000
130957,True,1,49109,1,64,0.539062,65478,10000
721825,True,5,171293,1,64,0.101562,360912,10000
6345,True,4,251,1,64,0.429688,3172,10000
14093,True,1,5285,1,64,0.328125,7046,10000
21,True,1,1,1,64,0.734375,10,10000
7,True,5,1,1,64,0.687500,3,10000
7,True,5,1,1,64,0.687500,3,10000
223,True,19,61,1,64,0.421875,111,10000
203893,True,1,19115,1,64,0.453125,101946,10000
87571,True,5,41563,1,64,0.429688,43785,10000
543,True,8,109,1,64,0.171875,271,10000
214525,True,1,80447,1,64,0.339844,107262,10000
229,True,1,43,1,64,0.640625,114,10000
11,True,3,5,1,64,0.703125,5,10000
632473,True,3,266825,1,64,0.250000,316236,10000
168781,True,1,63293,1,64,0.483398,84390,10000
18869,True,1,1769,1,64,0.562500,9434,10000
205,True,1,77,1,64,0.656250,102,10000
25,True,3,11,1,64,0.671875,12,10000
19509,True,1,1829,1,64,0.203125,9754,10000
47417,True,19,12833,1,64,0.406250,23708,10000
2009,True,3,53,1,64,0.695312,1004,10000
19,True,5,5,1,64,0.671875,9,10000
69153,True,4,21881,1,64,0.523438,34576,10000
315,True,4,25,1,64,0.625000,157,10000
13,True,1,5,1,64,0.718750,6,10000
1485,True,1,557,1,64,0.578125,742,10000
39,True,5,19,1,64,0.609375,19,10000
150543,True,4,47633,1,64,0.527344,75271,10000
227,True,2,1,1,64,0.733398,113,10000
3089,True,2,869,1,64,0.625000,1544,10000
5,True,1,1,1,64,0.734375,2,10000
219171,True,2,30821,1,64,0.125000,109585,10000
87081,True,10,613,1,64,0.542969,43540,10000
35,True,2,5,1,64,0.703125,17,10000
3723,True,3,1571,1,64,0.187500,1861,10000
2421,True,1,227,1,64,0.717773,1210,10000
141,True,1,53,1,64,0.703125,70,10000
615275,True,5,18251,1,64,0.507812,307637,10000
13,True,1,5,1,64,0.718750,6,10000
5105,True,2,359,1,64,0.531250,2552,10000
3419,True,8,685,1,64,0.156250,1709,10000
37,True,1,7,1,64,0.671875,18,10000
3141,True,1,589,1,64,0.218750,1570,10000
14749,True,1,5531,1,64,0.578125,7374,10000
5,True,1,1,1,64,0.734375,2,10000
11701,True,1,1097,1,64,0.140625,5850,10000
275473,True,2,77477,1,64,0.437500,137736,10000
117261,True,1,43973,1,64,0.218750,58630,10000
10183,True,7,2719,1,64,0.468750,5091,10000
951691,True,3,401495,1,64,0.078125,475845,10000
141,True,1,53,1,64,0.703125,70,10000
27,True,40,5,1,64,0.265625,13,10000
7,True,5,1,1,64,0.687500,3,10000
1347,True,2,379,1,64,0.531250,673,10000
130041,True,20,52787,1,64,0.085938,65020,10000
93155,True,2,3275,1,64,0.164062,46577,10000
165,True,1,31,1,64,0.265625,82,10000
240797,True,1,90299,1,64,0.499023,120398,10000
2765,True,1,1037,1,64,0.203125,1382,10000
199119,True,16,63863,1,64,0.216797,99559,10000
113,True,2,1,1,64,0.746094,56,10000
779,True,3,329,1,64,0.531250,389,10000
28877,True,1,10829,1,64,0.593750,14438,10000
45937,True,2,1615,1,64,0.445312,22968,10000
7263,True,23,2489,1,64,0.359375,3631,10000
9487,True,4,1501,1,64,0.484375,4743,10000
80323,True,2,22591,1,64,0.483398,40161,10000
15,True,4,5,1,64,0.671875,7,10000
2545,True,2,179,1,64,0.609375,1272,10000
284241,True,2,79943,1,64,0.328125,142120,10000
18209,True,4,2881,1,64,0.636719,9104,10000
3125,True,1,293,1,64,0.218750,1562,10000
474059,True,3,99997,1,64,0.436523,237029,10000
109141,True,1,1279,1,64,0.152344,54570,10000
90379,True,3,38129,1,64,0.561523,45189,10000
7,True,5,1,1,64,0.687500,3,10000
388323,True,2,3413,1,64,0.716309,194161,10000
461,True,1,173,1,64,0.640625,230,10000
3513,True,4,139,1,64,0.562500,1756,10000
11613,True,1,4355,1,64,0.156250,5806,10000
255,True,9,77,1,64,0.531250,127,10000
7,True,5,1,1,64,0.687500,3,10000
31087,True,6,5533,1,64,0.273438,15543,10000
67,True,2,19,1,64,0.640625,33,10000
570747,True,6,101581,1,64,0.585938,285373,10000
277,True,1,13,1,64,0.703125,138,10000
6665,True,5,791,1,64,0.375000,3332,10000
389471,True,5,184847,1,64,0.125000,194735,10000
10213,True,1,1915,1,64,0.046875,5106,10000
295,True,8,119,1,64,0.515625,147,10000
346113,True,3,146017,1,64,0.217773,173056,10000
3467,True,3,1463,1,64,0.093750,1733,10000
1895,True,15,811,1,64,0.078125,947,10000
681,True,12,173,1,64,0.523438,340,10000
51629,True,1,19361,1,64,0.484375,25814,10000
1871,True,7,125,1,64,0.203125,935,10000
182271,True,22,20809,1,64,0.140625,91135,10000
205,True,1,77,1,64,0.656250,102,10000
10601,True,5,629,1,64,0.554688,5300,10000
23,True,3,5,1,64,0.687500,11,10000
5553,True,2,781,1,64,0.218750,2776,10000
5,True,1,1,1,64,0.734375,2,10000
742575,True,7,49561,1,64,0.453125,371287,10000
390207,True,7,104173,1,64,0.250000,195103,10000
77,True,1,29,1,64,0.671875,38,10000
1241,True,3,131,1,64,0.609375,620,10000
91,True,29,23,1,64,0.343750,45,10000
181259,True,3,76469,1,64,0.421875,90629,10000
1601,True,3,169,1,64,0.531250,800,10000
1841,True,2,259,1,64,0.218750,920,10000
74133,True,1,3475,1,64,0.265625,37066,10000
84867,True,2,23869,1,64,0.171875,42433,10000
94661,True,1,17749,1,64,0.702881,47330,10000
357,True,1,67,1,64,0.625000,178,10000
11,True,3,5,1,64,0.703125,5,10000
5,True,1,1,1,64,0.734375,2,10000
5,True,1,1,1,64,0.734375,2,10000
670775,True,11,226643,1,64,0.140625,335387,10000
49271,True,4,7795,1,64,0.093750,24635,10000
34531,True,2,607,1,64,0.558594,17265,10000
5,True,1,1,1,64,0.734375,2,10000
439,True,5,209,1,64,0.531250,219,10000
100375,True,3,21173,1,64,0.531250,50187,10000
159,True,13,61,1,64,0.515625,79,10000
887017,True,10,199805,1,64,0.312500,443508,10000
137,True,27,61,1,64,0.359375,68,10000
1241,True,3,131,1,64,0.609375,620,10000
9,True,6,1,1,64,0.687500,4,10000
297,True,20,61,1,64,0.421875,148,10000
9,True,6,1,1,64,0.687500,4,10000
29941,True,1,2807,1,64,0.218750,14970,10000
110847,True,9,8323,1,64,0.343750,55423,10000
5,True,1,1,1,64,0.734375,2,10000
31,True,38,5,1,64,0.281250,15,10000
43,True,4,7,1,64,0.656250,21,10000
68251,True,12,1081,1,64,0.092773,34125,10000
527,True,4,167,1,64,0.390625,263,10000
23,True,3,5,1,64,0.687500,11,10000
4919,True,11,1663,1,64,0.304688,2459,10000
3,True,2,1,1,64,0.718750,1,10000
601,True,3,127,1,64,0.515625,300,10000
257529,True,6,45835,1,64,0.078125,128764,10000
57,True,5,7,1,64,0.656250,28,10000
24265,True,4,3839,1,64,0.218750,12132,10000
21,True,1,1,1,64,0.734375,10,10000
393,True,9,119,1,64,0.515625,196,10000
18685,True,1,7007,1,64,0.367188,9342,10000
71913,True,7,19199,1,64,0.062500,35956,10000
9,True,6,1,1,64,0.687500,4,10000
12495,True,10,2815,1,64,0.132812,6247,10000
4199,True,8,841,1,64,0.531250,2099,10000
9,True,6,1,1,64,0.687500,4,10000
19765,True,1,1853,1,64,0.171875,9882,10000
105,True,6,19,1,64,0.593750,52,10000
35,True,2,5,1,64,0.703125,17,10000
311,True,25,61,1,64,0.359375,155,10000
158563,True,2,11149,1,64,0.621094,79281,10000
357,True,1,67,1,64,0.625000,178,10000
59957,True,1,5621,1,64,0.390625,29978,10000
7,True,5,1,1,64,0.687500,3,10000
17289,True,10,3895,1,64,0.328125,8644,10000
22845,True,1,8567,1,64,0.164062,11422,10000
205217,True,5,97399,1,64,0.109375,102608,10000
405,True,1,19,1,64,0.656250,202,10000
6757,True,1,1267,1,64,0.652344,3378,10000
801503,True,6,285301,1,64,0.476562,400751,10000
21,True,1,1,1,64,0.734375,10,10000
2649,True,3,559,1,64,0.421875,1324,10000
28603,True,5,1697,1,64,0.608398,14301,10000
10371,True,2,2917,1,64,0.593750,5185,10000
671,True,24,173,1,64,0.351562,335,10000
13,True,1,5,1,64,0.718750,6,10000
17,True,2,5,1,64,0.718750,8,10000
17,True,2,5,1,64,0.718750,8,10000
269199,True,5,127765,1,64,0.484375,134599,10000
29391,True,50,8729,1,64,0.156250,14695,10000
233573,True,1,43795,1,64,0.078125,116786,10000
11531,True,3,4865,1,64,0.609375,5765,10000
192623,True,17,92669,1,64,0.093750,96311,10000
95,True,34,23,1,64,0.265625,47,10000
4437,True,1,13,1,64,0.717773,2218,10000
114183,True,5,54193,1,64,0.546875,57091,10000
38179,True,2,5369,1,64,0.453125,19089,10000
10221,True,1,3833,1,64,0.562500,5110,10000
323,True,2,91,1,64,0.312500,161,10000
3325,True,1,1247,1,64,0.171875,1662,10000
57651,True,3,12161,1,64,0.531250,28825,10000
197,True,1,37,1,64,0.656250,98,10000
7541,True,1,707,1,64,0.187500,3770,10000
455,True,7,61,1,64,0.625000,227,10000
9,True,6,1,1,64,0.687500,4,10000
2331,True,8,467,1,64,0.273438,1165,10000
145,True,2,41,1,64,0.265625,72,10000
5,True,1,1,1,64,0.734375,2,10000
3713,True,3,1567,1,64,0.531250,1856,10000
85,True,1,1,1,64,0.746094,42,10000
1897,True,5,901,1,64,0.468750,948,10000
7,True,5,1,1,64,0.687500,3,10000
5,True,1,1,1,64,0.734375,2,10000
39,True,5,19,1,64,0.609375,19,10000
271,True,4,43,1,64,0.593750,135,10000
27,True,40,5,1,64,0.265625,13,10000
2037,True,1,191,1,64,0.546875,1018,10000
35,True,2,5,1,64,0.703125,17,10000
509,True,1,191,1,64,0.546875,254,10000
11233,True,18,4055,1,64,0.109375,5616,10000
21603,True,2,1519,1,64,0.093750,10801,10000
333,True,1,125,1,64,0.265625,166,10000
641,True,3,271,1,64,0.593750,320,10000
15,True,4,5,1,64,0.671875,7,10000
157815,True,4,24967,1,64,0.507812,78907,10000
197705,True,15,84547,1,64,0.373047,98852,10000
97923,True,2,27541,1,64,0.546875,48961,10000
791571,True,5,46961,1,64,0.109375,395785,10000
48547,True,2,6827,1,64,0.078125,24273,10000
956265,True,5,453853,1,64,0.052734,478132,10000
145225,True,5,34463,1,64,0.355469,72612,10000
24833,True,3,10477,1,64,0.296875,12416,10000
5,True,1,1,1,64,0.734375,2,10000
165,True,1,31,1,64,0.265625,82,10000
393,True,9,119,1,64,0.515625,196,10000
5,True,1,1,1,64,0.734375,2,10000
14953,True,8,5989,1,64,0.453125,7476,10000
47,True,34,23,1,64,0.296875,23,10000
773,True,1,145,1,64,0.250000,386,10000
41529,True,5,19711,1,64,0.386719,20764,10000
22779,True,36,1483,1,64,0.136719,11389,10000
437,True,1,41,1,64,0.265625,218,10000
210369,True,3,44375,1,64,0.554688,105184,10000
63,True,35,23,1,64,0.250000,31,10000
227,True,2,1,1,64,0.733398,113,10000
5,True,1,1,1,64,0.734375,2,10000
67,True,2,19,1,64,0.640625,33,10000
870141,True,1,326303,1,64,0.406250,435070,10000
69,True,1,13,1,64,0.703125,34,10000
628611,True,2,176797,1,64,0.359375,314305,10000
44687,True,8,2237,1,64,0.328125,22343,10000
976549,True,1,183103,1,64,0.328125,488274,10000
33481,True,4,5297,1,64,0.390625,16740,10000
11511,True,5,683,1,64,0.578125,5755,10000
10697,True,4,3385,1,64,0.109375,5348,10000
9,True,6,1,1,64,0.687500,4,10000
1205,True,1,113,1,64,0.730469,602,10000
3933,True,1,1475,1,64,0.140625,1966,10000
755,True,3,319,1,64,0.468750,377,10000
2129,True,2,599,1,64,0.203125,1064,10000
1473,True,3,311,1,64,0.343750,736,10000
3955,True,3,1669,1,64,0.171875,1977,10000
5937,True,2,835,1,64,0.187500,2968,10000
7,True,5,1,1,64,0.687500,3,10000
74223,True,11,25079,1,64,0.093750,37111,10000
563,True,3,119,1,64,0.562500,281,10000
1077,True,1,101,1,64,0.640625,538,10000
5,True,1,1,1,64,0.734375,2,10000
213,True,1,5,1,64,0.726562,106,10000
4345,True,5,2063,1,64,0.562500,2172,10000
3,True,2,1,1,64,0.718750,1,10000
376075,True,3,158657,1,64,0.203125,188037,10000
9,True,6,1,1,64,0.687500,4,10000
5111,True,6,455,1,64,0.546875,2555,10000
16857,True,3,889,1,64,0.085938,8428,10000
29,True,1,11,1,64,0.687500,14,10000
227,True,2,1,1,64,0.733398,113,10000
55,True,37,23,1,64,0.250000,27,10000
173,True,1,65,1,64,0.656250,86,10000
349,True,1,131,1,64,0.625000,174,10000
31,True,38,5,1,64,0.281250,15,10000
196575,True,18,4433,1,64,0.124512,98287,10000
49117,True,1,18419,1,64,0.242188,24558,10000
46615,True,3,9833,1,64,0.515625,23307,10000
521893,True,1,97855,1,64,0.125000,260946,10000
13837,True,1,5189,1,64,0.296875,6918,10000
433,True,2,61,1,64,0.656250,216,10000
109471,True,9,32879,1,64,0.152344,54735,10000
9089,True,3,3835,1,64,0.250000,4544,10000
940853,True,1,88205,1,64,0.109375,470426,10000
119643,True,8,5989,1,64,0.500000,59821,10000
192641,True,3,81271,1,64,0.046875,96320,10000
10529,True,4,833,1,64,0.664062,5264,10000
79143,True,6,7043,1,64,0.265625,39571,10000
53,True,1,5,1,64,0.718750,26,10000
15,True,4,5,1,64,0.671875,7,10000
73,True,38,23,1,64,0.250000,36,10000
4189,True,1,1571,1,64,0.203125,2094,10000
2079,True,8,833,1,64,0.601562,1039,10000
13,True,1,5,1,64,0.718750,6,10000
12959,True,20,5261,1,64,0.312500,6479,10000
399497,True,8,39995,1,64,0.441406,199748,10000
120935,True,13,22985,1,64,0.101562,60467,10000
18051,True,2,5077,1,64,0.570312,9025,10000
222697,True,21,33899,1,64,0.374023,111348,10000
63,True,35,23,1,64,0.250000,31,10000
17,True,2,5,1,64,0.718750,8,10000
2853,True,1,535,1,64,0.683594,1426,10000
21807,True,9,3275,1,64,0.109375,10903,10000
621,True,1,233,1,64,0.375000,310,10000
17033,True,11,1439,1,64,0.070312,8516,10000
9,True,6,1,1,64,0.687500,4,10000
300839,True,13,114355,1,64,0.281250,150419,10000
252669,True,1,94751,1,64,0.078125,126334,10000
14045,True,1,5267,1,64,0.585938,7022,10000
15,True,4,5,1,64,0.671875,7,10000
290007,True,3,122347,1,64,0.078125,145003,10000
64487,True,6,22955,1,64,0.375000,32243,10000
15951,True,5,7571,1,64,0.078125,7975,10000
43147,True,3,18203,1,64,0.148438,21573,10000
72879,True,9,21889,1,64,0.195312,36439,10000
2719,True,9,817,1,64,0.515625,1359,10000
23651,True,2,1663,1,64,0.429688,11825,10000
676759,True,3,71377,1,64,0.335938,338379,10000
472443,True,6,84085,1,64,0.367188,236221,10000
185,True,4,59,1,64,0.593750,92,10000
647961,True,3,273359,1,64,0.089844,323980,10000
105585,True,2,29,1,64,0.687378,52792,10000
753,True,2,53,1,64,0.703125,376,10000
121,True,30,23,1,64,0.343750,60,10000
122997,True,1,11531,1,64,0.609375,61498,10000
798033,True,2,224447,1,64,0.091797,399016,10000
517,True,1,97,1,64,0.234375,258,10000
2155,True,41,1067,1,64,0.078125,1077,10000
1809,True,2,509,1,64,0.531250,904,10000
139,True,3,59,1,64,0.593750,69,10000
20413,True,1,7655,1,64,0.414062,10206,10000
340909,True,1,127841,1,64,0.060547,170454,10000
102099,True,5,24229,1,64,0.093750,51049,10000
11945,True,44,623,1,64,0.148438,5972,10000
245,True,1,23,1,64,0.671875,122,10000
151,True,3,1,1,64,0.717773,75,10000
7,True,5,1,1,64,0.687500,3,10000
9,True,6,1,1,64,0.687500,4,10000
218621,True,1,81983,1,64,0.070312,109310,10000
1589,True,1,149,1,64,0.656250,794,10000
58423,True,12,7403,1,64,0.132812,29211,10000
2323,True,23,797,1,64,0.109375,1161,10000
27,True,40,5,1,64,0.265625,13,10000
17,True,2,5,1,64,0.718750,8,10000
531,True,5,253,1,64,0.203125,265,10000
19895,True,5,9443,1,64,0.169922,9947,10000
78173,True,1,29315,1,64,0.203125,39086,10000
153529,True,4,24289,1,64,0.561523,76764,10000
16917,True,1,793,1,64,0.390625,8458,10000
25,True,3,11,1,64,0.671875,12,10000
877465,True,3,370181,1,64,0.531250,438732,10000
205,True,1,77,1,64,0.656250,102,10000
551161,True,5,261587,1,64,0.015625,275580,10000
353803,True,3,149261,1,64,0.328125,176901,10000
197891,True,2,55657,1,64,0.105469,98945,10000
279349,True,1,26189,1,64,0.140625,139674,10000
14019,True,2,3943,1,64,0.185547,7009,10000
13,True,1,5,1,64,0.718750,6,10000
19035,True,13,7237,1,64,0.421875,9517,10000
147351,True,3,15541,1,64,0.578125,73675,10000
23,True,3,5,1,64,0.687500,11,10000
24091,True,44,10049,1,64,0.109375,12045,10000
39,True,5,19,1,64,0.609375,19,10000
485067,True,3,102319,1,64,0.125000,242533,10000
17361,True,2,4883,1,64,0.437500,8680,10000
2093,True,1,785,1,64,0.218750,1046,10000
185049,True,3,19517,1,64,0.183594,92524,10000
3103,True,11,1049,1,64,0.375000,1551,10000
53,True,1,5,1,64,0.718750,26,10000
13,True,1,5,1,64,0.718750,6,10000
23,True,3,5,1,64,0.687500,11,10000
852953,True,3,11245,1,64,0.542969,426476,10000
41897,True,34,4849,1,64,0.358398,20948,10000
236989,True,1,88871,1,64,0.560547,118494,10000
9743,True,4,3083,1,64,0.562500,4871,10000
279279,True,10,62909,1,64,0.320312,139639,10000
137521,True,2,19339,1,64,0.484375,68760,10000
979,True,7,131,1,64,0.546875,489,10000
16391,True,5,1945,1,64,0.562500,8195,10000
29,True,1,11,1,64,0.687500,14,10000
353,True,7,95,1,64,0.218750,176,10000
4821,True,1,113,1,64,0.738281,2410,10000
153717,True,1,14411,1,64,0.232422,76858,10000
157,True,1,59,1,64,0.609375,78,10000
413737,True,12,52423,1,64,0.093750,206868,10000
3,True,2,1,1,64,0.718750,1,10000
23715,True,2,3335,1,64,0.125000,11857,10000
16785,True,2,4721,1,64,0.242188,8392,10000
669225,True,13,15899,1,64,0.099609,334612,10000
470777,True,5,55859,1,64,0.343750,235388,10000
27,True,40,5,1,64,0.265625,13,10000
242089,True,10,13633,1,64,0.375000,121044,10000
10145,True,5,301,1,64,0.699219,5072,10000
184955,True,5,43891,1,64,0.574219,92477,10000
17,True,2,5,1,64,0.718750,8,10000
78993,True,2,22217,1,64,0.093750,39496,10000
409239,True,3,21581,1,64,0.101562,204619,10000
17,True,2,5,1,64,0.718750,8,10000
95,True,34,23,1,64,0.265625,47,10000
7,True,5,1,1,64,0.687500,3,10000
